,name,rating,location,address,place
40,Boutique Gym & Spa by O2 Centro Wellness,4.0,"{'type': 'Point', 'coordinates': [-3.6816922, 40.4291211]}","Calle de Don Ramón de la Cruz, 31, 33, 28001 Madrid, Spain",spa
41,Kinuan. Oriental massage,4.7,"{'type': 'Point', 'coordinates': [-3.6989702, 40.4280005]}","Calle de Serrano Anguita, 18, 28004 Madrid, Spain",spa
42,Le Max Wellness Club,5.0,"{'type': 'Point', 'coordinates': [-3.699806199999999, 40.41592]}","Gran Hotel Inglés, Calle de Echegaray, 8, 28014 Madrid, Spain",spa
43,Urban Chic Estetic,3.9,"{'type': 'Point', 'coordinates': [-3.6563234, 40.4631029]}","Carr. de Canillas, 6, 28043 Madrid, Spain",spa
44,Aloha Day Spa Aravaca,3.8,"{'type': 'Point', 'coordinates': [-3.7806171, 40.4595118]}","Paseo de la Ermita, 6, 28023 Madrid, Spain",spa
45,Spaxión Castellana,4.1,"{'type': 'Point', 'coordinates': [-3.6942496, 40.4469068]}","Calle de Raimundo Fernández Villaverde, 79, 28003 Madrid, Spain",spa
46,Kamiraku. oriental wellness,4.7,"{'type': 'Point', 'coordinates': [-3.686383, 40.4305898]}","Calle de José Ortega y Gasset, 11, bajo interior derecha, 28006 Madrid, Spain",spa
47,Metropolitan Palacio Santa Ana,4.1,"{'type': 'Point', 'coordinates': [-3.7019151, 40.41442]}","Junto al hotel Me de la, Plaza del Ángel, Plaza de Sta. Ana, 6, 28012 Madrid, Spain",spa
48,Kenika Thai Massage,4.8,"{'type': 'Point', 'coordinates': [-3.6876743, 40.4498992]}","Paseo de la Habana, 42, Local, 28036 Madrid, Spain",spa
49,Quiromasaje Madrid,4.5,"{'type': 'Point', 'coordinates': [-3.7059, 40.420012]}","Plaza del Callao, 28004 Madrid, Spain",spa
50,Redefinity spa,4.8,"{'type': 'Point', 'coordinates': [-3.689827, 40.421676]}","Calle de Recoletos, 16, 28001 Madrid, Spain",spa
51,Relax Center,0.0,"{'type': 'Point', 'coordinates': [-3.7034487, 40.4149117]}","Calle de Carretas, 14, 28012 Madrid, Spain",spa
52,Metropolitan Abascal,4.4,"{'type': 'Point', 'coordinates': [-3.693803, 40.4380095]}","Calle de José Abascal, 46, 28003 Madrid, Spain",spa
53,SPA D & C Beauty,3.9,"{'type': 'Point', 'coordinates': [-3.705159799999999, 40.4477538]}","Calle del Dr. Santero, 10, 28039 Madrid, Spain",spa
54,Espacio de Bienestar,0.0,"{'type': 'Point', 'coordinates': [-3.708997, 40.4153716]}","Mercado de San Miguel, 28005, 28005, Madrid, Spain",spa
55,Centro de Relajacion Tailandes XXI S.L.,0.0,"{'type': 'Point', 'coordinates': [-3.6958736, 40.4186243]}","Calle de Alcalá, 44, 28014 Madrid, Spain",spa
56,Connecting Divernis SPA,4.1,"{'type': 'Point', 'coordinates': [-3.673486, 40.43065]}","Calle de Alcántara, 54, 28006 Madrid, Spain",spa
57,Premium Sauna Gay Madrid,2.6,"{'type': 'Point', 'coordinates': [-3.708525, 40.418477]}","Calle de la Priora, 2, 28013 Madrid, Spain",spa
58,Masajes eróticos Zentopía,4.4,"{'type': 'Point', 'coordinates': [-3.697840599999999, 40.4308603]}","Calle de Manuel Cortina, 9, 28010 Madrid, Spain",spa
59,TATSU BALI,4.0,"{'type': 'Point', 'coordinates': [-3.7010569, 40.4185719]}","Calle de la Aduana, 23, 28013 Madrid, Spain",spa
