,name,rating,location,address,place
32,Dulces Árabes,0.0,"{'type': 'Point', 'coordinates': [-3.656558, 40.4369112]}","Calle Antonio Calvo, 28027 Madrid, Spain",sweets
33,Igo Waffle Fuencarral,4.7,"{'type': 'Point', 'coordinates': [-3.704371, 40.42920350000001]}","Calle de Carranza, 19, 28004 Madrid, Spain",sweets
34,La Duquesita,4.2,"{'type': 'Point', 'coordinates': [-3.6969933, 40.4257167]}","Calle de Fernando VI, 2, 28004 Madrid, Spain",sweets
35,Mistura Ice Cream,4.4,"{'type': 'Point', 'coordinates': [-3.7084877, 40.4158]}","Calle de Cdad. Rodrigo, 6, 28012 Madrid, Spain",sweets
36,Sinuheshop Repostería Creativa,5.0,"{'type': 'Point', 'coordinates': [-3.8188712, 40.3515701]}","Plaza Príncipes de España, nº1, local 9, 28924 Alcorcón, Madrid, Spain",sweets
37,Plaza Mayor,4.4,"{'type': 'Point', 'coordinates': [-3.7061111, 40.4152778]}","Calle de Zaragoza, 3, 28012 Madrid, Spain",sweets
38,Golosinas,0.0,"{'type': 'Point', 'coordinates': [-3.7015237, 40.4202173]}","C/ Gran Vía, 26, 28013 Madrid, Spain",sweets
39,Sweet Dreams,0.0,"{'type': 'Point', 'coordinates': [-3.6869471, 40.4323384]}","Calle de Serrano, 61, 28006 Madrid, Spain",sweets
40,My Sweet Bakery,4.9,"{'type': 'Point', 'coordinates': [-3.7192252, 40.4057442]}","Calle de Cobos de Segovia, 16, 28005 Madrid, Spain",sweets
41,Chocolala Belga,5.0,"{'type': 'Point', 'coordinates': [-3.708909, 40.4165008]}","Calle del Bonetillo, No 1, 28013 Madrid, Spain",sweets
42,"Pastelería Artesanal Manolo. Mercado de Chamartín, Madrid",4.4,"{'type': 'Point', 'coordinates': [-3.6782467, 40.4573961]}","Mercado de Chamartín local 1, C. de Bolivia, 9, 28016 Chamartín, Madrid, Spain",sweets
43,Zúccaru,4.7,"{'type': 'Point', 'coordinates': [-3.7116778, 40.4172333]}","Calle de Vergara, 16, 28013 Madrid, Spain",sweets
44,CELICIOSO Gluten Free Bakery,4.2,"{'type': 'Point', 'coordinates': [-3.701066, 40.420441]}","Calle de Hortaleza, 3, 28004 Madrid, Spain",sweets
45,"Waffle Bubble Company, Madrid",0.0,"{'type': 'Point', 'coordinates': [-3.7637601, 40.3938688]}","Calle de Maqueda, 19, 2ºB, 28024 Madrid, Spain",sweets
46,El Horno de San Onofre,4.0,"{'type': 'Point', 'coordinates': [-3.701502, 40.421399]}","Calle de San Onofre, 3, 28004 Madrid, Spain",sweets
47,Captain Jonny's candy shop,4.4,"{'type': 'Point', 'coordinates': [-3.7055691, 40.415985]}","Calle de Postas, 9, 28012 Madrid, Spain",sweets
48,Pastelería Salamat,4.6,"{'type': 'Point', 'coordinates': [-3.7023123, 40.4079624]}","Calle de Tribulete, 10, 28012 Madrid, Spain",sweets
49,El Rincón,3.1,"{'type': 'Point', 'coordinates': [-3.7019407, 40.4166519]}","Carrera de S. Jerónimo, 4, 28014 Madrid, Spain",sweets
50,La Dulcería,1.8,"{'type': 'Point', 'coordinates': [-3.6769576, 40.4376651]}","Avenida de América, 28002 Madrid, Spain",sweets
51,"GIOELIA Cremeria, Madrid Atocha",4.7,"{'type': 'Point', 'coordinates': [-3.6999978, 40.4127658]}","C. de Atocha, 42, 28012 Madrid, Spain",sweets
52,Cacao Sampaka,4.5,"{'type': 'Point', 'coordinates': [-3.695725999999999, 40.426716]}","Calle de Orellana, 4, 28004 Madrid, Spain",sweets
53,Party and Sweets,4.3,"{'type': 'Point', 'coordinates': [-3.742837, 40.3880308]}","Calle del Halcón, 28, 28025 Madrid, Spain",sweets
54,Santa Eulalia,4.5,"{'type': 'Point', 'coordinates': [-3.7096734, 40.4171998]}","Calle del Espejo, 12, 28013 Madrid, Spain",sweets
55,La Barra Dulce,4.7,"{'type': 'Point', 'coordinates': [-3.704603, 40.4105389]}","Calle del Mesón de Paredes, 22, 28012 Madrid, Spain",sweets
56,Antigua Pastelería del Pozo,4.5,"{'type': 'Point', 'coordinates': [-3.7012027, 40.416257]}","Calle del Pozo, 8, 28012 Madrid, Spain",sweets
57,Moulin Chocolat,4.5,"{'type': 'Point', 'coordinates': [-3.686928, 40.420572]}","Calle de Alcalá, 77, 28009 Madrid, Spain",sweets
58,Viena Capellanes,4.1,"{'type': 'Point', 'coordinates': [-3.7025726, 40.43013]}","Calle de Fuencarral, 122, 28010 Madrid, Spain",sweets
59,Pastelería SHAM,4.7,"{'type': 'Point', 'coordinates': [-3.6565235, 40.4367919]}","Calle Antonio Calvo, 3, 28027 Madrid, Spain",sweets
