,name,rating,location,address,price_level,place
0,Autocine Madrid RACE,4.3,"{'type': 'Point', 'coordinates': [-3.6777766, 40.4862166]}","Calle de la Isla de Java, 2, 28034 Madrid, Spain",,autocine
