,name,rating,location,address,place
40,Costa Social Club,3.7,"{'type': 'Point', 'coordinates': [-3.6914375, 40.4361143]}","Calle de Miguel Ángel, 21, 28010 Madrid, Spain",club
41,Ohm Club,0.0,"{'type': 'Point', 'coordinates': [-3.705941999999999, 40.420581]}","Plaza del Callao, 4, 28013 Madrid, Spain",club
42,Medias Puri,3.9,"{'type': 'Point', 'coordinates': [-3.7034333, 40.41234910000001]}","Plaza de Tirso de Molina, 1, 28012 Madrid, Spain",club
43,Delirium Dance Club,3.8,"{'type': 'Point', 'coordinates': [-3.696954899999999, 40.42497840000001]}","Calle de Pelayo, 59, 28004 Madrid, Spain",club
44,New Garamond,3.5,"{'type': 'Point', 'coordinates': [-3.692955, 40.462761]}","Calle de Rosario Pino, 14, 28020 Madrid, Spain",club
45,Barceló Theatre,3.7,"{'type': 'Point', 'coordinates': [-3.699822, 40.42692900000001]}","C. de Barceló, 11, 28004 Madrid, Spain",club
46,Local Liberal Encuentros VIP Club Swinger Madrid,4.1,"{'type': 'Point', 'coordinates': [-3.668492, 40.4192]}","Calle Vicente Caballero, 14, 28007 Madrid, Spain",club
47,Billion Club,2.7,"{'type': 'Point', 'coordinates': [-3.6834947, 40.4519418]}","Av. de Concha Espina, 39, 28016 Madrid, Spain",club
48,Monocle Club,3.5,"{'type': 'Point', 'coordinates': [-3.6923873, 40.4570912]}","Calle del Poeta Joan Maragall, 19, 28020 Madrid, Spain",club
49,My mother was a groupie,4.1,"{'type': 'Point', 'coordinates': [-3.6974323, 40.4126802]}","Calle de Sta. Polonia, 5, 28014 Madrid, Spain",club
50,american club of madrid,0.0,"{'type': 'Point', 'coordinates': [-3.6861546, 40.4353049]}","Calle de Serrano, 110, 28006 Madrid, Spain",club
51,Nuevo Club Madrid,4.5,"{'type': 'Point', 'coordinates': [-3.6986111, 40.4177778]}","Calle de Cedaceros, 2, 28014 Madrid, Spain",club
52,Club 33,3.8,"{'type': 'Point', 'coordinates': [-3.7010755, 40.4120003]}","Calle de la Cabeza, 33, 28012 Madrid, Spain",club
53,HERO COFFEE BAR OF SPECTACLE 80,4.0,"{'type': 'Point', 'coordinates': [-3.699925599999999, 40.4297792]}","Calle Francisco de Rojas, 9, 28010 Madrid, Spain",club
54,Sala Republik Club,3.9,"{'type': 'Point', 'coordinates': [-3.7022597, 40.4220994]}","Calle de la Puebla, 6, 28004 Madrid, Spain",club
55,Dreams Club Madrid,3.1,"{'type': 'Point', 'coordinates': [-3.7010582, 40.4184019]}","Calle de la Aduana, 21, 28013 Madrid, Spain",club
56,Club Hermo55,4.8,"{'type': 'Point', 'coordinates': [-3.6811889, 40.4263227]}","Calle de Hermosilla, 55, 28001 Madrid, Spain",club
57,Club Matador,4.7,"{'type': 'Point', 'coordinates': [-3.687414, 40.424019]}","Calle de Jorge Juan, 5, 28001 Madrid, Spain",club
58,Vanila 118,5.0,"{'type': 'Point', 'coordinates': [-3.6903753, 40.448118]}","Paseo de la Castellana, 118, 28046 Madrid, Spain",club
59,Copérnico The Club,3.6,"{'type': 'Point', 'coordinates': [-3.7135605, 40.4352709]}","Calle de Fernández de los Ríos, 67, 28015 Madrid, Spain",club
