,name,rating,address,price_level,place,CP,latitude,longitude,geometry
808,AULA ESPAÑOLA DEL VINO S.L.,4.3,"C. Simancas, 21, 28029 Madrid, Spain",3.0,cata de vino,28029,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
809,Escuela Española de Cata,4.8,"Calle de las Mártires Concepcionistas, 19, Local 2, 28006 Madrid, Spain",3.0,cata de vino,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
810,Lavinia,4.4,"Calle de José Ortega y Gasset, 16, 28006 Madrid, Spain",3.0,cata de vino,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
811,Enoteca Barolo,4.7,"Calle del Príncipe de Vergara, 211, 28002 Madrid, Spain",3.0,cata de vino,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
812,Cata Spanish School,0.0,"Calle de las Mártires Concepcionistas, 19, 28006 Madrid, Spain",3.0,cata de vino,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
813,MARES Vinos: Vinoteca en Madrid. Vinos distintivos en el barrio Salamanca,4.6,"Calle de Don Ramón de la Cruz, 46, 28001 Madrid, Spain",3.0,cata de vino,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
814,Entre Cepas Catas y Enoturismo,4.7,"28925 Alcorcón, Madrid, Spain",3.0,cata de vino,28925,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
815,Taca de vi | Cata de Vinos & Tours en Madrid,5.0,"Calle Pez Austral, 15, 28007 Madrid, Spain",3.0,cata de vino,28007,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
816,CATAR VINO EN CASA,0.0,"Av Brasil 4, planta 9 puerta 4g, 28020 Madrid, Spain",3.0,cata de vino,28020,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
817,El vino en catas,0.0,"C/ Gran Vía, 23, 28013 Madrid, Spain",3.0,cata de vino,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
818,STARVINOS,4.1,"Acceso Rampa, Calle de Guzmán el Bueno, 68, 28015 Madrid, Spain",3.0,cata de vino,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
819,La Caja de Vinos,4.7,"Calle de San Felipe Neri, 2, 28013 Madrid, Spain",3.0,cata de vino,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
820,Carlota Wine Shop,4.8,"Calle de la Libertad, 26, 28004 Madrid, Spain",2.0,wine,28004,40.4219107,-3.6972958,"{'type': 'Point', 'coordinates': [40.4219107, -3.6972958]}"
821,Madrid & Darracott - Vinos y experiencias,4.9,"Calle del Duque de Rivas, 8, 28012 Madrid, Spain",2.0,wine,28012,40.413248,-3.706585,"{'type': 'Point', 'coordinates': [40.413248, -3.706585]}"
822,Lavinia,4.4,"Calle de José Ortega y Gasset, 16, 28006 Madrid, Spain",3.0,wine,28006,40.4302083,-3.6843632,"{'type': 'Point', 'coordinates': [40.4302083, -3.6843632]}"
823,Pinkleton & Wine,4.4,"Plaza de San Miguel, s/n, 28005 Madrid, Spain",2.0,wine,28005,40.4153133,-3.7090666,"{'type': 'Point', 'coordinates': [40.4153133, -3.7090666]}"
824,Enoteca Barolo,4.7,"Calle del Príncipe de Vergara, 211, 28002 Madrid, Spain",2.0,wine,28002,40.4510127,-3.677905,"{'type': 'Point', 'coordinates': [40.4510127, -3.677905]}"
825,The One Wine,4.8,"Calle de López de Hoyos, 147, 28002 Madrid, Spain",2.0,wine,28002,40.4479039,-3.6688314,"{'type': 'Point', 'coordinates': [40.4479039, -3.6688314]}"
826,La Caja de Vinos,4.7,"Calle de San Felipe Neri, 2, 28013 Madrid, Spain",2.0,wine,28013,40.4162902,-3.708092199999999,"{'type': 'Point', 'coordinates': [40.4162902, -3.708092199999999]}"
827,La Bodega de Los Reyes,4.8,"Calle de los Reyes, 6, 28015 Madrid, Spain",2.0,wine,28015,40.4243419,-3.7092347,"{'type': 'Point', 'coordinates': [40.4243419, -3.7092347]}"
828,Reserva y Cata,4.9,"Calle del Conde de Xiquena, 13, 28004 Madrid, Spain",2.0,wine,28004,40.4234476,-3.694196099999999,"{'type': 'Point', 'coordinates': [40.4234476, -3.694196099999999]}"
829,Lavinia,4.4,"Avenida de Europa, 13, B30, 32, 28108 Alcobendas, Madrid, Spain",2.0,wine,28108,40.5192003,-3.655821,"{'type': 'Point', 'coordinates': [40.5192003, -3.655821]}"
830,Tienda de Vinos y Licores Madrid - VINOS BACO. Comprar Vino Online. Vinoteca Madrid. Licores madrid. Venta de Vinos. Vinos a domicilio. Enoteca Madrid.,4.6,"Calle de San Bernardo, 117, 28015 Madrid, Spain",2.0,wine,28015,40.4327456,-3.7048665,"{'type': 'Point', 'coordinates': [40.4327456, -3.7048665]}"
831,Despacio Arts & Wine,4.7,"Calle del Espíritu Santo, 36, 28004 Madrid, Spain",2.0,wine,28004,40.4257278,-3.7047832,"{'type': 'Point', 'coordinates': [40.4257278, -3.7047832]}"
832,Bodega Santa Cecilia,4.4,"Calle de Blasco de Garay, 74, 28015 Madrid, Spain",2.0,wine,28015,40.4371299,-3.711177,"{'type': 'Point', 'coordinates': [40.4371299, -3.711177]}"
833,Vino de Madrid,0.0,"Calle de Escalonilla, 151, 28047 Madrid, Spain",2.0,wine,28047,40.396564,-3.739517999999999,"{'type': 'Point', 'coordinates': [40.396564, -3.739517999999999]}"
834,Vino & Compañía,4.6,"Plaza de Olavide, 5, 28010 Madrid, Spain",2.0,wine,28010,40.4326845,-3.7016862,"{'type': 'Point', 'coordinates': [40.4326845, -3.7016862]}"
835,Bodega Santa Cecilia,4.2,"Calle de Bravo Murillo, 50, 28003 Madrid, Spain",2.0,wine,28003,40.442552,-3.703882,"{'type': 'Point', 'coordinates': [40.442552, -3.703882]}"
836,El Brabantino,4.8,"Calle de Fray Ceferino González, 5, 28005 Madrid, Spain",2.0,wine,28005,40.4088653,-3.705974299999999,"{'type': 'Point', 'coordinates': [40.4088653, -3.705974299999999]}"
837,STARVINOS,4.1,"Acceso Rampa, Calle de Guzmán el Bueno, 68, 28015 Madrid, Spain",2.0,wine,28015,40.4380572,-3.7126132,"{'type': 'Point', 'coordinates': [40.4380572, -3.7126132]}"
838,Winebar,4.4,"Calle de la Palma, 76, 28015 Madrid, Spain",1.0,wine,28015,40.4268821,-3.7089647,"{'type': 'Point', 'coordinates': [40.4268821, -3.7089647]}"
839,Tienda de vinos delivinos urban gourmet en Madrid,4.7,"Calle Cid 2, esquina, Calle de Recoletos, 28001 Madrid, Spain",2.0,wine,28001,40.4219502,-3.6898861,"{'type': 'Point', 'coordinates': [40.4219502, -3.6898861]}"
840,VinoPremier,4.2,"C/ de Francisco Silvela, 25, 28028 Madrid, Spain",2.0,wine,28028,40.43110009999999,-3.671582,"{'type': 'Point', 'coordinates': [40.43110009999999, -3.671582]}"
841,Tomevinos Ortega y Gasset,4.8,"Calle de José Ortega y Gasset, 61, 28006 Madrid, Spain",2.0,wine,28006,40.430009,-3.6744667,"{'type': 'Point', 'coordinates': [40.430009, -3.6744667]}"
842,Vinos de Madrid,0.0,"Calle Virgen de la Alegría, 28027 Madrid, Spain",2.0,wine,28027,40.4335178,-3.6572414,"{'type': 'Point', 'coordinates': [40.4335178, -3.6572414]}"
843,"Lafuente Lorenzo, SA",4.5,"Cl. de Ayala, 3, 28001 Madrid, Spain",2.0,wine,28001,40.4280246,-3.6887462,"{'type': 'Point', 'coordinates': [40.4280246, -3.6887462]}"
844,La joya del vino,3.9,"Calle Alonso Cano, 62 esquina, Calle de Cristóbal Bordiú, 45, 28003 Madrid, Spain",2.0,wine,28003,40.4430166,-3.6971562,"{'type': 'Point', 'coordinates': [40.4430166, -3.6971562]}"
845,Bespoke Wines,0.0,"Calle del Doce de Octubre, 23, 2D, 28009 Madrid, Spain",2.0,wine,28009,40.416124,-3.6741859,"{'type': 'Point', 'coordinates': [40.416124, -3.6741859]}"
846,La Caja de Vinos,4.6,"Calle de Diego de León, 26, 28006 Madrid, Spain",2.0,wine,28006,40.434777,-3.682515,"{'type': 'Point', 'coordinates': [40.434777, -3.682515]}"
847,TomeVinos,4.7,"Calle del Maestro Ángel Llorca, 2, 28003 Madrid, Spain",2.0,wine,28003,40.4430749,-3.7140707,"{'type': 'Point', 'coordinates': [40.4430749, -3.7140707]}"
848,LA PRODUCTERIA - Natural Wine Shop - Vinos naturales,5.0,"Calle de Barbieri, 21, 28004 Madrid, Spain",2.0,wine,28004,40.4217636,-3.6979447,"{'type': 'Point', 'coordinates': [40.4217636, -3.6979447]}"
849,Bodegas Trigo,5.0,"Calle de San Pedro, 8, 28014 Madrid, Spain",2.0,wine,28014,40.4122377,-3.6948711,"{'type': 'Point', 'coordinates': [40.4122377, -3.6948711]}"
850,Compra-Vino,4.7,"Av. de Daroca, 53, 55, 28017 Madrid, Spain",2.0,wine,28017,40.42924319999999,-3.6514494,"{'type': 'Point', 'coordinates': [40.42924319999999, -3.6514494]}"
851,Bodeboca SL,4.2,"C/ Gustavo Fernandez Balbuena, 11, 4a Planta, 28002 Madrid, Spain",2.0,wine,28002,40.449654,-3.667909099999999,"{'type': 'Point', 'coordinates': [40.449654, -3.667909099999999]}"
852,"Bendito, Vinos y Vinilos",4.8,"Mercado de San Fernando 41, Calle de Embajadores, 28012 Madrid, Spain",2.0,wine,28012,40.4076811,-3.7036696,"{'type': 'Point', 'coordinates': [40.4076811, -3.7036696]}"
853,La Tintorería Vinoteca,4.7,"Calle Gurtubay, 4, 28001 Madrid, Spain",2.0,wine,28001,40.4229794,-3.6851555,"{'type': 'Point', 'coordinates': [40.4229794, -3.6851555]}"
854,Sindhi Wines,5.0,"Calle de Valverde, 29, 28004 Madrid, Spain",2.0,wine,28004,40.4227802,-3.7016968,"{'type': 'Point', 'coordinates': [40.4227802, -3.7016968]}"
855,Corton.wine,0.0,"C/ Gran Vía, 15, 28013 Madrid, Spain",2.0,wine,28013,40.4197578,-3.7002318,"{'type': 'Point', 'coordinates': [40.4197578, -3.7002318]}"
856,Gini Group España,5.0,"Calle del Espejo, 28013 Madrid, Spain",2.0,wine,28013,40.4169871,-3.709608599999999,"{'type': 'Point', 'coordinates': [40.4169871, -3.709608599999999]}"
857,Granate Wines,5.0,"Calle de Moralzarzal, 104, 28034 Madrid, Spain",2.0,wine,28034,40.4957723,-3.7151024,"{'type': 'Point', 'coordinates': [40.4957723, -3.7151024]}"
858,Café di Vino,4.7,"C. de Manuela Malasaña, 23, 28004 Madrid, Spain",2.0,wine,28004,40.4286623,-3.704263399999999,"{'type': 'Point', 'coordinates': [40.4286623, -3.704263399999999]}"
859,The Wine Care,0.0,"Calle del Duque de Alba, 15, 28012 Madrid, Spain",2.0,wine,28012,40.4115343,-3.7066662,"{'type': 'Point', 'coordinates': [40.4115343, -3.7066662]}"
860,Vides,4.5,"Calle de la Libertad, 12, 28004 Chueca, Madrid, Spain",2.0,wine,28004,40.4209878,-3.6973511,"{'type': 'Point', 'coordinates': [40.4209878, -3.6973511]}"
861,TomeVinos,4.7,"Paseo de la Chopera, 194, 28100 Alcobendas, Madrid, Spain",2.0,wine,28100,40.5453377,-3.6590494,"{'type': 'Point', 'coordinates': [40.5453377, -3.6590494]}"
862,Los Rosales Wine Shop,4.9,"Calle de Echegaray, 17, 28014 Madrid, Spain",2.0,wine,28014,40.415306,-3.699532999999999,"{'type': 'Point', 'coordinates': [40.415306, -3.699532999999999]}"
863,Bodegabierta,4.7,"Calle del Espíritu Santo, 36, 28004 Madrid, Spain",2.0,wine,28004,40.4256555,-3.7047568,"{'type': 'Point', 'coordinates': [40.4256555, -3.7047568]}"
864,Wines & Roses Floristería,4.9,"Calle del Divino Pastor, 31, 28004 Madrid, Spain",2.0,wine,28004,40.427719,-3.704724,"{'type': 'Point', 'coordinates': [40.427719, -3.704724]}"
865,Bodegas Mariano Madrueño,4.4,"Calle del Postigo de San Martín, 6, 28013 Madrid, Spain",2.0,wine,28013,40.4191623,-3.7060247,"{'type': 'Point', 'coordinates': [40.4191623, -3.7060247]}"
866,Propaganda,4.5,"Calle de la Libertad, 12, 28004 Madrid, Spain",2.0,wine,28004,40.4209384,-3.6973562,"{'type': 'Point', 'coordinates': [40.4209384, -3.6973562]}"
867,Curso de Cata de Vinos en Madrid: La Vaca Argentina & Maitre y Sommelier,4.0,"Calle de San Agustín, 3, 28014 Madrid, Spain",2.0,wine,28014,40.4151702,-3.6967946,"{'type': 'Point', 'coordinates': [40.4151702, -3.6967946]}"
868,La Vinoteca,4.0,"C. del Príncipe, 27, 28012 Madrid, Spain",2.0,wine,28012,40.4146912,-3.7001322,"{'type': 'Point', 'coordinates': [40.4146912, -3.7001322]}"
869,Madridvinum,0.0,"C/ Princesa, 30, 28008 Madrid, Spain",2.0,wine,28008,40.4280876,-3.7136441,"{'type': 'Point', 'coordinates': [40.4280876, -3.7136441]}"
870,BODEGAS LAIZ - MONTIANO,0.0,"Calle de Felipe IV, 3, 3ºI, 28014 Madrid, Spain",2.0,wine,28014,40.415375,-3.692078,"{'type': 'Point', 'coordinates': [40.415375, -3.692078]}"
871,En Copa de Balón Enotaberna,2.9,"Plaza Mayor, 2, 28012 Madrid, Spain",2.0,wine,28012,40.414928,-3.7068446,"{'type': 'Point', 'coordinates': [40.414928, -3.7068446]}"
872,Viña 96,5.0,"Calle de Tamayo y Baus, 3, 28004 Madrid, Spain",2.0,wine,28004,40.4228134,-3.6932378,"{'type': 'Point', 'coordinates': [40.4228134, -3.6932378]}"
873,Vinario,0.0,"28013 Madrid, Spain",2.0,wine,28013,40.4167754,-3.7037902,"{'type': 'Point', 'coordinates': [40.4167754, -3.7037902]}"
874,Bodegas Bordino,4.9,"Calle de Espoz y Mina, 17, 28012 Madrid, Spain",2.0,wine,28012,40.414658,-3.702236,"{'type': 'Point', 'coordinates': [40.414658, -3.702236]}"
875,La Vieja Castilla,4.6,"Calle de Gravina, 3, 28004 Madrid, Spain",2.0,wine,28004,40.4233162,-3.6983306,"{'type': 'Point', 'coordinates': [40.4233162, -3.6983306]}"
876,La Bonica Vinoteca,5.0,"Calle de San Bartolomé, 8, 28004 Madrid, Spain",2.0,wine,28004,40.4217191,-3.6983615,"{'type': 'Point', 'coordinates': [40.4217191, -3.6983615]}"
877,Vinoteca de Antón,5.0,"Calle de Santa Isabel, 5, puesto 35 D, 28012 Madrid, Spain",2.0,wine,28012,40.4116112,-3.698668899999999,"{'type': 'Point', 'coordinates': [40.4116112, -3.698668899999999]}"
878,España en Cepa,5.0,"Plaza de Cascorro, 8, 28005 Madrid, Spain",2.0,wine,28005,40.4102536,-3.707098099999999,"{'type': 'Point', 'coordinates': [40.4102536, -3.707098099999999]}"
879,Spanish Wine Lover,0.0,"Calle Juana Urosa, 28025 Madrid, Spain",2.0,wine,28025,40.3846885,-3.7433687,"{'type': 'Point', 'coordinates': [40.3846885, -3.7433687]}"
880,Catas de Vinos en Madrid,4.5,"Paseo de la Castellana, 214, 28036 Madrid, Spain",3.0,cata de vino,28036,40.4636363,-3.688921199999999,"{'type': 'Point', 'coordinates': [40.4636363, -3.688921199999999]}"
881,Cena Cata de Vinos en Maridaje en Madrid,4.9,"Plaza de España, s/n, 28008 Madrid, Spain",3.0,cata de vino,28008,40.4241904,-3.712253,"{'type': 'Point', 'coordinates': [40.4241904, -3.712253]}"
882,La Bodega de Los Reyes,4.8,"Calle de los Reyes, 6, 28015 Madrid, Spain",3.0,cata de vino,28015,40.4243419,-3.7092347,"{'type': 'Point', 'coordinates': [40.4243419, -3.7092347]}"
883,Reserva y Cata,4.9,"Calle del Conde de Xiquena, 13, 28004 Madrid, Spain",3.0,cata de vino,28004,40.4234476,-3.694196099999999,"{'type': 'Point', 'coordinates': [40.4234476, -3.694196099999999]}"
884,VinoPremier,4.2,"C/ de Francisco Silvela, 25, 28028 Madrid, Spain",3.0,cata de vino,28028,40.43110009999999,-3.671582,"{'type': 'Point', 'coordinates': [40.43110009999999, -3.671582]}"
885,Curso de Cata de Vinos en Madrid: La Vaca Argentina & Maitre y Sommelier,4.0,"Calle de San Agustín, 3, 28014 Madrid, Spain",3.0,cata de vino,28014,40.4151702,-3.6967946,"{'type': 'Point', 'coordinates': [40.4151702, -3.6967946]}"
886,Vino & Compañía,4.6,"Plaza de Olavide, 5, 28010 Madrid, Spain",3.0,cata de vino,28010,40.4326845,-3.7016862,"{'type': 'Point', 'coordinates': [40.4326845, -3.7016862]}"
887,Gourmet Madrid Tours,4.9,"Av. de Menéndez Pelayo, 53, 28009 Madrid, Spain",3.0,cata de vino,28009,40.416241,-3.6778226,"{'type': 'Point', 'coordinates': [40.416241, -3.6778226]}"
888,AULA ESPAÑOLA DEL VINO S.L.,4.3,"C. Simancas, 21, 28029 Madrid, Spain",3.0,cata de vino,28029,40.4662859,-3.6925723,"{'type': 'Point', 'coordinates': [40.4662859, -3.6925723]}"
889,Escuela Española de Cata,4.8,"Calle de las Mártires Concepcionistas, 19, Local 2, 28006 Madrid, Spain",3.0,cata de vino,28006,40.4289839,-3.6706892,"{'type': 'Point', 'coordinates': [40.4289839, -3.6706892]}"
890,Lavinia,4.4,"Calle de José Ortega y Gasset, 16, 28006 Madrid, Spain",3.0,cata de vino,28006,40.4302083,-3.6843632,"{'type': 'Point', 'coordinates': [40.4302083, -3.6843632]}"
891,Enoteca Barolo,4.7,"Calle del Príncipe de Vergara, 211, 28002 Madrid, Spain",3.0,cata de vino,28002,40.4510127,-3.677905,"{'type': 'Point', 'coordinates': [40.4510127, -3.677905]}"
892,Cata Spanish School,0.0,"Calle de las Mártires Concepcionistas, 19, 28006 Madrid, Spain",3.0,cata de vino,28006,40.4291007,-3.6706741,"{'type': 'Point', 'coordinates': [40.4291007, -3.6706741]}"
893,MARES Vinos: Vinoteca en Madrid. Vinos distintivos en el barrio Salamanca,4.6,"Calle de Don Ramón de la Cruz, 46, 28001 Madrid, Spain",3.0,cata de vino,28001,40.428785,-3.6782276,"{'type': 'Point', 'coordinates': [40.428785, -3.6782276]}"
894,Entre Cepas Catas y Enoturismo,4.7,"28925 Alcorcón, Madrid, Spain",3.0,cata de vino,28925,40.3493027,-3.8010808,"{'type': 'Point', 'coordinates': [40.3493027, -3.8010808]}"
895,Taca de vi | Cata de Vinos & Tours en Madrid,5.0,"Calle Pez Austral, 15, 28007 Madrid, Spain",3.0,cata de vino,28007,40.4118397,-3.6655243,"{'type': 'Point', 'coordinates': [40.4118397, -3.6655243]}"
896,CATAR VINO EN CASA,0.0,"Av Brasil 4, planta 9 puerta 4g, 28020 Madrid, Spain",3.0,cata de vino,28020,40.4563733,-3.6952896,"{'type': 'Point', 'coordinates': [40.4563733, -3.6952896]}"
897,El vino en catas,0.0,"C/ Gran Vía, 23, 28013 Madrid, Spain",3.0,cata de vino,28013,40.4198789,-3.7018917,"{'type': 'Point', 'coordinates': [40.4198789, -3.7018917]}"
898,STARVINOS,4.1,"Acceso Rampa, Calle de Guzmán el Bueno, 68, 28015 Madrid, Spain",3.0,cata de vino,28015,40.4380572,-3.7126132,"{'type': 'Point', 'coordinates': [40.4380572, -3.7126132]}"
899,La Caja de Vinos,4.7,"Calle de San Felipe Neri, 2, 28013 Madrid, Spain",3.0,cata de vino,28013,40.4162902,-3.708092199999999,"{'type': 'Point', 'coordinates': [40.4162902, -3.708092199999999]}"
