,name,rating,address,price_level,place,CP,latitude,longitude,geometry
649,Cereal Hunters Café,4.5,"Calle de la Reina, 1, 28004 Madrid, Spain",1.0,drinks,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
650,Cervecería Deportiva Sports Bar,3.6,"Calle de las Veneras, 7, 28013 Madrid, Spain",1.0,drinks,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
651,Amargo place to be,4.1,"Calle del Pez, 2, 28004 Madrid, Spain",2.0,drinks,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
652,Bar Cock,4.1,"Calle de la Reina, 16, 28004 Madrid, Spain",2.0,drinks,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
653,Terraza Cibeles,3.7,"Plaza Cibeles, 1, 28014 Madrid, Spain",3.0,drinks,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
654,La Taberna De Mi Abuelo,4.1,"C. de Moratines, 30, 28005 Madrid, Spain",1.0,drinks,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
655,Taberna Deportes Madrid,3.5,"28013 Madrid, Spain",2.0,drinks,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
656,The Caravan Cocktail Bar,4.6,"Calle del Príncipe de Anglona, 3, 28005 Madrid, Spain",1.0,drinks,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
657,La Casa del Abuelo,3.9,"Calle de la Victoria, 12, 28012 Madrid, Spain",2.0,drinks,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
658,Sahuaro Madrid,4.4,"Plaza de Cascorro, 2, 28005 Madrid, Spain",2.0,drinks,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
659,Santamaría Coctelería,4.7,"Calle de la Ballesta, 6, 28004 Madrid, Spain",2.0,drinks,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
660,Carlota Wine Shop,4.8,"Calle de la Libertad, 26, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
661,Madrid & Darracott - Vinos y experiencias,4.9,"Calle del Duque de Rivas, 8, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
662,Lavinia,4.4,"Calle de José Ortega y Gasset, 16, 28006 Madrid, Spain",3.0,wine,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
663,Pinkleton & Wine,4.4,"Plaza de San Miguel, s/n, 28005 Madrid, Spain",2.0,wine,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
664,Enoteca Barolo,4.7,"Calle del Príncipe de Vergara, 211, 28002 Madrid, Spain",2.0,wine,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
665,The One Wine,4.8,"Calle de López de Hoyos, 147, 28002 Madrid, Spain",2.0,wine,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
666,La Caja de Vinos,4.7,"Calle de San Felipe Neri, 2, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
667,La Bodega de Los Reyes,4.8,"Calle de los Reyes, 6, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
668,Reserva y Cata,4.9,"Calle del Conde de Xiquena, 13, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
669,Lavinia,4.4,"Avenida de Europa, 13, B30, 32, 28108 Alcobendas, Madrid, Spain",2.0,wine,28108,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
670,Tienda de Vinos y Licores Madrid - VINOS BACO. Comprar Vino Online. Vinoteca Madrid. Licores madrid. Venta de Vinos. Vinos a domicilio. Enoteca Madrid.,4.6,"Calle de San Bernardo, 117, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
671,Despacio Arts & Wine,4.7,"Calle del Espíritu Santo, 36, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
672,Bodega Santa Cecilia,4.4,"Calle de Blasco de Garay, 74, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
673,Vino de Madrid,0.0,"Calle de Escalonilla, 151, 28047 Madrid, Spain",2.0,wine,28047,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
674,Vino & Compañía,4.6,"Plaza de Olavide, 5, 28010 Madrid, Spain",2.0,wine,28010,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
675,Bodega Santa Cecilia,4.2,"Calle de Bravo Murillo, 50, 28003 Madrid, Spain",2.0,wine,28003,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
676,El Brabantino,4.8,"Calle de Fray Ceferino González, 5, 28005 Madrid, Spain",2.0,wine,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
677,STARVINOS,4.1,"Acceso Rampa, Calle de Guzmán el Bueno, 68, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
678,Winebar,4.4,"Calle de la Palma, 76, 28015 Madrid, Spain",1.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
679,Tienda de vinos delivinos urban gourmet en Madrid,4.7,"Calle Cid 2, esquina, Calle de Recoletos, 28001 Madrid, Spain",2.0,wine,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
680,VinoPremier,4.2,"C/ de Francisco Silvela, 25, 28028 Madrid, Spain",2.0,wine,28028,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
681,Tomevinos Ortega y Gasset,4.8,"Calle de José Ortega y Gasset, 61, 28006 Madrid, Spain",2.0,wine,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
682,Vinos de Madrid,0.0,"Calle Virgen de la Alegría, 28027 Madrid, Spain",2.0,wine,28027,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
683,"Lafuente Lorenzo, SA",4.5,"Cl. de Ayala, 3, 28001 Madrid, Spain",2.0,wine,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
684,La joya del vino,3.9,"Calle Alonso Cano, 62 esquina, Calle de Cristóbal Bordiú, 45, 28003 Madrid, Spain",2.0,wine,28003,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
685,Bespoke Wines,0.0,"Calle del Doce de Octubre, 23, 2D, 28009 Madrid, Spain",2.0,wine,28009,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
686,La Caja de Vinos,4.6,"Calle de Diego de León, 26, 28006 Madrid, Spain",2.0,wine,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
687,TomeVinos,4.7,"Calle del Maestro Ángel Llorca, 2, 28003 Madrid, Spain",2.0,wine,28003,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
688,LA PRODUCTERIA - Natural Wine Shop - Vinos naturales,5.0,"Calle de Barbieri, 21, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
689,Bodegas Trigo,5.0,"Calle de San Pedro, 8, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
690,Compra-Vino,4.7,"Av. de Daroca, 53, 55, 28017 Madrid, Spain",2.0,wine,28017,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
691,Bodeboca SL,4.2,"C/ Gustavo Fernandez Balbuena, 11, 4a Planta, 28002 Madrid, Spain",2.0,wine,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
692,"Bendito, Vinos y Vinilos",4.8,"Mercado de San Fernando 41, Calle de Embajadores, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
693,La Tintorería Vinoteca,4.7,"Calle Gurtubay, 4, 28001 Madrid, Spain",2.0,wine,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
694,Sindhi Wines,5.0,"Calle de Valverde, 29, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
695,Corton.wine,0.0,"C/ Gran Vía, 15, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
696,Gini Group España,5.0,"Calle del Espejo, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
697,Granate Wines,5.0,"Calle de Moralzarzal, 104, 28034 Madrid, Spain",2.0,wine,28034,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
698,Café di Vino,4.7,"C. de Manuela Malasaña, 23, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
699,The Wine Care,0.0,"Calle del Duque de Alba, 15, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
700,Vides,4.5,"Calle de la Libertad, 12, 28004 Chueca, Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
701,TomeVinos,4.7,"Paseo de la Chopera, 194, 28100 Alcobendas, Madrid, Spain",2.0,wine,28100,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
702,Los Rosales Wine Shop,4.9,"Calle de Echegaray, 17, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
703,Bodegabierta,4.7,"Calle del Espíritu Santo, 36, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
704,Wines & Roses Floristería,4.9,"Calle del Divino Pastor, 31, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
705,Bodegas Mariano Madrueño,4.4,"Calle del Postigo de San Martín, 6, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
706,Propaganda,4.5,"Calle de la Libertad, 12, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
707,Curso de Cata de Vinos en Madrid: La Vaca Argentina & Maitre y Sommelier,4.0,"Calle de San Agustín, 3, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
708,La Vinoteca,4.0,"C. del Príncipe, 27, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
709,Madridvinum,0.0,"C/ Princesa, 30, 28008 Madrid, Spain",2.0,wine,28008,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
710,BODEGAS LAIZ - MONTIANO,0.0,"Calle de Felipe IV, 3, 3ºI, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
711,En Copa de Balón Enotaberna,2.9,"Plaza Mayor, 2, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
712,Viña 96,5.0,"Calle de Tamayo y Baus, 3, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
713,Vinario,0.0,"28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
714,Bodegas Bordino,4.9,"Calle de Espoz y Mina, 17, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
715,La Vieja Castilla,4.6,"Calle de Gravina, 3, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
716,La Bonica Vinoteca,5.0,"Calle de San Bartolomé, 8, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
717,Vinoteca de Antón,5.0,"Calle de Santa Isabel, 5, puesto 35 D, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
718,España en Cepa,5.0,"Plaza de Cascorro, 8, 28005 Madrid, Spain",2.0,wine,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
719,Spanish Wine Lover,0.0,"Calle Juana Urosa, 28025 Madrid, Spain",2.0,wine,28025,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
720,Catas de Vinos en Madrid,4.5,"Paseo de la Castellana, 214, 28036 Madrid, Spain",3.0,cata de vino,28036,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
721,Cena Cata de Vinos en Maridaje en Madrid,4.9,"Plaza de España, s/n, 28008 Madrid, Spain",3.0,cata de vino,28008,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
722,La Bodega de Los Reyes,4.8,"Calle de los Reyes, 6, 28015 Madrid, Spain",3.0,cata de vino,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
723,Reserva y Cata,4.9,"Calle del Conde de Xiquena, 13, 28004 Madrid, Spain",3.0,cata de vino,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
724,VinoPremier,4.2,"C/ de Francisco Silvela, 25, 28028 Madrid, Spain",3.0,cata de vino,28028,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
725,Curso de Cata de Vinos en Madrid: La Vaca Argentina & Maitre y Sommelier,4.0,"Calle de San Agustín, 3, 28014 Madrid, Spain",3.0,cata de vino,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
726,Vino & Compañía,4.6,"Plaza de Olavide, 5, 28010 Madrid, Spain",3.0,cata de vino,28010,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
727,Gourmet Madrid Tours,4.9,"Av. de Menéndez Pelayo, 53, 28009 Madrid, Spain",3.0,cata de vino,28009,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
728,AULA ESPAÑOLA DEL VINO S.L.,4.3,"C. Simancas, 21, 28029 Madrid, Spain",3.0,cata de vino,28029,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
729,Escuela Española de Cata,4.8,"Calle de las Mártires Concepcionistas, 19, Local 2, 28006 Madrid, Spain",3.0,cata de vino,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
730,Lavinia,4.4,"Calle de José Ortega y Gasset, 16, 28006 Madrid, Spain",3.0,cata de vino,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
731,Enoteca Barolo,4.7,"Calle del Príncipe de Vergara, 211, 28002 Madrid, Spain",3.0,cata de vino,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
732,Cata Spanish School,0.0,"Calle de las Mártires Concepcionistas, 19, 28006 Madrid, Spain",3.0,cata de vino,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
733,MARES Vinos: Vinoteca en Madrid. Vinos distintivos en el barrio Salamanca,4.6,"Calle de Don Ramón de la Cruz, 46, 28001 Madrid, Spain",3.0,cata de vino,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
734,Entre Cepas Catas y Enoturismo,4.7,"28925 Alcorcón, Madrid, Spain",3.0,cata de vino,28925,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
735,Taca de vi | Cata de Vinos & Tours en Madrid,5.0,"Calle Pez Austral, 15, 28007 Madrid, Spain",3.0,cata de vino,28007,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
736,CATAR VINO EN CASA,0.0,"Av Brasil 4, planta 9 puerta 4g, 28020 Madrid, Spain",3.0,cata de vino,28020,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
737,El vino en catas,0.0,"C/ Gran Vía, 23, 28013 Madrid, Spain",3.0,cata de vino,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
738,STARVINOS,4.1,"Acceso Rampa, Calle de Guzmán el Bueno, 68, 28015 Madrid, Spain",3.0,cata de vino,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
739,La Caja de Vinos,4.7,"Calle de San Felipe Neri, 2, 28013 Madrid, Spain",3.0,cata de vino,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
740,Carlota Wine Shop,4.8,"Calle de la Libertad, 26, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
741,Madrid & Darracott - Vinos y experiencias,4.9,"Calle del Duque de Rivas, 8, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
742,Lavinia,4.4,"Calle de José Ortega y Gasset, 16, 28006 Madrid, Spain",3.0,wine,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
743,Pinkleton & Wine,4.4,"Plaza de San Miguel, s/n, 28005 Madrid, Spain",2.0,wine,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
744,Enoteca Barolo,4.7,"Calle del Príncipe de Vergara, 211, 28002 Madrid, Spain",2.0,wine,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
745,The One Wine,4.8,"Calle de López de Hoyos, 147, 28002 Madrid, Spain",2.0,wine,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
746,La Caja de Vinos,4.7,"Calle de San Felipe Neri, 2, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
747,La Bodega de Los Reyes,4.8,"Calle de los Reyes, 6, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
748,Reserva y Cata,4.9,"Calle del Conde de Xiquena, 13, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
749,Lavinia,4.4,"Avenida de Europa, 13, B30, 32, 28108 Alcobendas, Madrid, Spain",2.0,wine,28108,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
750,Tienda de Vinos y Licores Madrid - VINOS BACO. Comprar Vino Online. Vinoteca Madrid. Licores madrid. Venta de Vinos. Vinos a domicilio. Enoteca Madrid.,4.6,"Calle de San Bernardo, 117, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
751,Despacio Arts & Wine,4.7,"Calle del Espíritu Santo, 36, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
752,Bodega Santa Cecilia,4.4,"Calle de Blasco de Garay, 74, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
753,Vino de Madrid,0.0,"Calle de Escalonilla, 151, 28047 Madrid, Spain",2.0,wine,28047,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
754,Vino & Compañía,4.6,"Plaza de Olavide, 5, 28010 Madrid, Spain",2.0,wine,28010,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
755,Bodega Santa Cecilia,4.2,"Calle de Bravo Murillo, 50, 28003 Madrid, Spain",2.0,wine,28003,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
756,El Brabantino,4.8,"Calle de Fray Ceferino González, 5, 28005 Madrid, Spain",2.0,wine,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
757,STARVINOS,4.1,"Acceso Rampa, Calle de Guzmán el Bueno, 68, 28015 Madrid, Spain",2.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
758,Winebar,4.4,"Calle de la Palma, 76, 28015 Madrid, Spain",1.0,wine,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
759,Tienda de vinos delivinos urban gourmet en Madrid,4.7,"Calle Cid 2, esquina, Calle de Recoletos, 28001 Madrid, Spain",2.0,wine,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
760,VinoPremier,4.2,"C/ de Francisco Silvela, 25, 28028 Madrid, Spain",2.0,wine,28028,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
761,Tomevinos Ortega y Gasset,4.8,"Calle de José Ortega y Gasset, 61, 28006 Madrid, Spain",2.0,wine,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
762,Vinos de Madrid,0.0,"Calle Virgen de la Alegría, 28027 Madrid, Spain",2.0,wine,28027,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
763,"Lafuente Lorenzo, SA",4.5,"Cl. de Ayala, 3, 28001 Madrid, Spain",2.0,wine,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
764,La joya del vino,3.9,"Calle Alonso Cano, 62 esquina, Calle de Cristóbal Bordiú, 45, 28003 Madrid, Spain",2.0,wine,28003,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
765,Bespoke Wines,0.0,"Calle del Doce de Octubre, 23, 2D, 28009 Madrid, Spain",2.0,wine,28009,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
766,La Caja de Vinos,4.6,"Calle de Diego de León, 26, 28006 Madrid, Spain",2.0,wine,28006,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
767,TomeVinos,4.7,"Calle del Maestro Ángel Llorca, 2, 28003 Madrid, Spain",2.0,wine,28003,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
768,LA PRODUCTERIA - Natural Wine Shop - Vinos naturales,5.0,"Calle de Barbieri, 21, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
769,Bodegas Trigo,5.0,"Calle de San Pedro, 8, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
770,Compra-Vino,4.7,"Av. de Daroca, 53, 55, 28017 Madrid, Spain",2.0,wine,28017,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
771,Bodeboca SL,4.2,"C/ Gustavo Fernandez Balbuena, 11, 4a Planta, 28002 Madrid, Spain",2.0,wine,28002,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
772,"Bendito, Vinos y Vinilos",4.8,"Mercado de San Fernando 41, Calle de Embajadores, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
773,La Tintorería Vinoteca,4.7,"Calle Gurtubay, 4, 28001 Madrid, Spain",2.0,wine,28001,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
774,Sindhi Wines,5.0,"Calle de Valverde, 29, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
775,Corton.wine,0.0,"C/ Gran Vía, 15, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
776,Gini Group España,5.0,"Calle del Espejo, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
777,Granate Wines,5.0,"Calle de Moralzarzal, 104, 28034 Madrid, Spain",2.0,wine,28034,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
778,Café di Vino,4.7,"C. de Manuela Malasaña, 23, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
779,The Wine Care,0.0,"Calle del Duque de Alba, 15, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
780,Vides,4.5,"Calle de la Libertad, 12, 28004 Chueca, Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
781,TomeVinos,4.7,"Paseo de la Chopera, 194, 28100 Alcobendas, Madrid, Spain",2.0,wine,28100,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
782,Los Rosales Wine Shop,4.9,"Calle de Echegaray, 17, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
783,Bodegabierta,4.7,"Calle del Espíritu Santo, 36, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
784,Wines & Roses Floristería,4.9,"Calle del Divino Pastor, 31, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
785,Bodegas Mariano Madrueño,4.4,"Calle del Postigo de San Martín, 6, 28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
786,Propaganda,4.5,"Calle de la Libertad, 12, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
787,Curso de Cata de Vinos en Madrid: La Vaca Argentina & Maitre y Sommelier,4.0,"Calle de San Agustín, 3, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
788,La Vinoteca,4.0,"C. del Príncipe, 27, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
789,Madridvinum,0.0,"C/ Princesa, 30, 28008 Madrid, Spain",2.0,wine,28008,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
790,BODEGAS LAIZ - MONTIANO,0.0,"Calle de Felipe IV, 3, 3ºI, 28014 Madrid, Spain",2.0,wine,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
791,En Copa de Balón Enotaberna,2.9,"Plaza Mayor, 2, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
792,Viña 96,5.0,"Calle de Tamayo y Baus, 3, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
793,Vinario,0.0,"28013 Madrid, Spain",2.0,wine,28013,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
794,Bodegas Bordino,4.9,"Calle de Espoz y Mina, 17, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
795,La Vieja Castilla,4.6,"Calle de Gravina, 3, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
796,La Bonica Vinoteca,5.0,"Calle de San Bartolomé, 8, 28004 Madrid, Spain",2.0,wine,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
797,Vinoteca de Antón,5.0,"Calle de Santa Isabel, 5, puesto 35 D, 28012 Madrid, Spain",2.0,wine,28012,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
798,España en Cepa,5.0,"Plaza de Cascorro, 8, 28005 Madrid, Spain",2.0,wine,28005,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
799,Spanish Wine Lover,0.0,"Calle Juana Urosa, 28025 Madrid, Spain",2.0,wine,28025,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
800,Catas de Vinos en Madrid,4.5,"Paseo de la Castellana, 214, 28036 Madrid, Spain",3.0,cata de vino,28036,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
801,Cena Cata de Vinos en Maridaje en Madrid,4.9,"Plaza de España, s/n, 28008 Madrid, Spain",3.0,cata de vino,28008,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
802,La Bodega de Los Reyes,4.8,"Calle de los Reyes, 6, 28015 Madrid, Spain",3.0,cata de vino,28015,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
803,Reserva y Cata,4.9,"Calle del Conde de Xiquena, 13, 28004 Madrid, Spain",3.0,cata de vino,28004,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
804,VinoPremier,4.2,"C/ de Francisco Silvela, 25, 28028 Madrid, Spain",3.0,cata de vino,28028,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
805,Curso de Cata de Vinos en Madrid: La Vaca Argentina & Maitre y Sommelier,4.0,"Calle de San Agustín, 3, 28014 Madrid, Spain",3.0,cata de vino,28014,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
806,Vino & Compañía,4.6,"Plaza de Olavide, 5, 28010 Madrid, Spain",3.0,cata de vino,28010,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
807,Gourmet Madrid Tours,4.9,"Av. de Menéndez Pelayo, 53, 28009 Madrid, Spain",3.0,cata de vino,28009,,,"{'type': 'Point', 'coordinates': [nan, nan]}"
