,name,rating,location,address,place
37,Pastelería América III,4.2,"{'type': 'Point', 'coordinates': [-3.679607, 40.433103]}","Calle del Príncipe de Vergara, 57, 28006 Madrid, Spain",argentino
38,Empanadas Malvón,4.8,"{'type': 'Point', 'coordinates': [-3.6751839, 40.4243836]}","Av. de Felipe II, 54, 28009 Madrid, Spain",argentino
39,Buenas y Santas,4.5,"{'type': 'Point', 'coordinates': [-3.6928751, 40.3919811]}","Calle de Bolívar, 9, 28045 Madrid, Spain",argentino
40,Empanadas Malvón,5.0,"{'type': 'Point', 'coordinates': [-3.701701, 40.4294733]}","Calle de Luchana, 3, 28010 Madrid, Spain",argentino
41,Milanesa Social Club,4.8,"{'type': 'Point', 'coordinates': [-3.6914653, 40.4269088]}","Calle Amador de los Ríos, 1, 28010 Madrid, Spain",argentino
42,Colegio Mayor Argentino,4.4,"{'type': 'Point', 'coordinates': [-3.731811899999999, 40.43610839999999]}","C. de Martín Fierro, 3, 28040 Madrid, Spain",argentino
43,The Knife Restaurant,4.0,"{'type': 'Point', 'coordinates': [-3.6499795, 40.4501918]}","C.C Arturo Soria Plaza, C. de Arturo Soria, 126, 28043 Madrid, Spain",argentino
44,Delirio Gaucho,2.6,"{'type': 'Point', 'coordinates': [-3.695404, 40.4253935]}","Calle de Sta. Teresa, 12, 28004 Madrid, Spain",argentino
45,GUSTO ARGENTINO,4.0,"{'type': 'Point', 'coordinates': [-3.7102455, 40.4276525]}","Calle del Conde Duque, 28, 28015 Madrid, Spain",argentino
46,Bar Caminito,4.7,"{'type': 'Point', 'coordinates': [-3.6988718, 40.4091341]}","Calle del Salitre, 27, 28012 Madrid, Spain",argentino
47,Consulate of Argentina,3.7,"{'type': 'Point', 'coordinates': [-3.6930108, 40.4282564]}","Calle de Fernando el Santo, 15, 28010 Madrid, Spain",argentino
