,name,rating,location,address,place
39,TGB - The Good Burger,3.7,"{'type': 'Point', 'coordinates': [-3.6917622, 40.4505655]}","Paseo de la Castellana, 91, 28046 Madrid, Spain",burger
40,Juancho's BBQ (Chamberí),4.6,"{'type': 'Point', 'coordinates': [-3.6975817, 40.436215]}","Calle de Alonso Cano, 10, 28010 Madrid, Spain",burger
41,Bentleys Burger,4.3,"{'type': 'Point', 'coordinates': [-3.7064819, 40.4195968]}","Calle de Preciados, 31, 28013 Madrid, Spain",burger
42,The Good Burger,4.0,"{'type': 'Point', 'coordinates': [-3.6677659, 40.4280281]}","Pl. de Manuel Becerra, 1, 28028 Madrid, Spain",burger
43,Five Guys,4.1,"{'type': 'Point', 'coordinates': [-3.7055399, 40.4205258]}","C/ Gran Vía, 44, 28013 Madrid, Spain",burger
44,DALÙ BURGER,4.8,"{'type': 'Point', 'coordinates': [-3.7022045, 40.4303931]}","Calle de Hartzenbusch, 7, 28010 Madrid, Spain",burger
45,Burger King,3.7,"{'type': 'Point', 'coordinates': [-3.7049417, 40.4204753]}","Metro, Gran Vía, Plaza del Callao, 40, 28013 Madrid, Spain",burger
46,La Bistroteca,4.7,"{'type': 'Point', 'coordinates': [-3.6790824, 40.4243352]}","Calle de Espartinas, 7, 28001 Madrid, Spain",burger
47,Bentleys Burger,4.1,"{'type': 'Point', 'coordinates': [-3.682946, 40.4217407]}","Calle de Alcalá, 105, 28001 Madrid, Spain",burger
48,TGB - The Good Burger,4.1,"{'type': 'Point', 'coordinates': [-3.6931179, 40.5097085]}","Av. del Monasterio de El Escorial, 86A, 28034 Madrid, Spain",burger
49,Food Truck,4.5,"{'type': 'Point', 'coordinates': [-3.6962246, 40.4237838]}","Calle de San Lucas, 11, 28004 Madrid, Spain",burger
50,Burger King,3.6,"{'type': 'Point', 'coordinates': [-3.7078754, 40.4177576]}","Calle del Arenal, 24, 28013 Madrid, Spain",burger
51,Mad Café,4.5,"{'type': 'Point', 'coordinates': [-3.708868, 40.4122347]}","Calle de la Cava Alta, 13, 28005 Madrid, Spain",burger
52,TORO Burger Lounge BERNABEU,4.2,"{'type': 'Point', 'coordinates': [-3.6993519, 40.4536997]}","Calle de la Infanta Mercedes, 17, 28020 Madrid, Spain",burger
53,Old School Skaterock,4.6,"{'type': 'Point', 'coordinates': [-3.7013984, 40.4317855]}","Calle de Palafox, 16, 28010 Madrid, Spain",burger
54,Burger House Moncloa,2.3,"{'type': 'Point', 'coordinates': [-3.7164378, 40.4368043]}","C. de Hilarión Eslava, 44, 28015 Madrid, Spain",burger
55,Burger King,3.7,"{'type': 'Point', 'coordinates': [-3.7009029, 40.4266563]}","Metro Tribunal, C. de Barceló, 3, 28004 Madrid, Spain",burger
56,Tokio Burger,4.4,"{'type': 'Point', 'coordinates': [-3.6798117, 40.4230807]}","Calle de Alcalá, 123, 28009 Madrid, Spain",burger
57,MEAT,4.2,"{'type': 'Point', 'coordinates': [-3.696315799999999, 40.4260927]}","Calle de Sta. Teresa, 4, 28004 Madrid, Spain",burger
58,Burger King,3.8,"{'type': 'Point', 'coordinates': [-3.7049219, 40.4161226]}","Metro Sol, Calle de Esparteros, 3, 28012 Madrid, Spain",burger
59,Steakburger,4.6,"{'type': 'Point', 'coordinates': [-3.7081798, 40.4178794]}","Calle del Arenal, 26, 28013 Madrid, Spain",burger
