,name,rating,address,price_level,place,type,subtype,CP,latitude,longitude,geometry,price
257,Pro Paintball Madrid,4.5,"28034 Madrid, Spain",2.0,paintball,plan,outdoors,28034,40.485834,-3.706713,"{'type': 'Point', 'coordinates': [40.485834, -3.706713]}",15-25€
258,Megafield Paintball Madrid - Offices,4.6,"Calle de la Infanta Mercedes, 73, 28020 Madrid, Spain",2.0,paintball,plan,outdoors,28020,40.4611515,-3.6962013,"{'type': 'Point', 'coordinates': [40.4611515, -3.6962013]}",15-25€
259,Paintball Pro,3.3,"C/ Añastro, 25, 28033 Madrid, Spain",2.0,paintball,plan,outdoors,28033,40.4684238,-3.6620268,"{'type': 'Point', 'coordinates': [40.4684238, -3.6620268]}",15-25€
260,Megafield Paintball Madrid,4.5,"C/ San Erasmo 28 nave 2, (Pol. Ind. la Resina), 28021 Madrid, Spain",2.0,paintball,plan,outdoors,28021,40.334334,-3.706544,"{'type': 'Point', 'coordinates': [40.334334, -3.706544]}",15-25€
261,Madrid paintball fields,3.3,"Calle de los Hermanos Carpi, 1, 28038 Madrid, Spain",2.0,paintball,plan,outdoors,28038,40.4011779,-3.6661657,"{'type': 'Point', 'coordinates': [40.4011779, -3.6661657]}",15-25€
262,Paintball Las Vegas,2.8,"Calle de Orense, 1, 28020 Madrid, Spain",2.0,paintball,plan,outdoors,28020,40.4536005,-3.6948881,"{'type': 'Point', 'coordinates': [40.4536005, -3.6948881]}",15-25€
263,Paintball A LA PAR,0.0,"Calle del Monasterio de Las Huelgas, 15, 28049 Madrid, Spain",2.0,paintball,plan,outdoors,28049,40.5017021,-3.7073005,"{'type': 'Point', 'coordinates': [40.5017021, -3.7073005]}",15-25€
264,Paintball Park Store SL (Oficinas),3.6,"Calle Ambrosio Vallejo, 14, 28039 Madrid, Spain",2.0,paintball,plan,outdoors,28039,40.4574354,-3.707439299999999,"{'type': 'Point', 'coordinates': [40.4574354, -3.707439299999999]}",15-25€
265,masquepaintball,3.5,"Calle de María de Molina, 66, 28006 Madrid, Spain",2.0,paintball,plan,outdoors,28006,40.437085,-3.678289,"{'type': 'Point', 'coordinates': [40.437085, -3.678289]}",15-25€
266,dexconecting,0.0,"MADRID, 28080 Madrid, Spain",2.0,paintball,plan,outdoors,28080,40.4160329,-3.7052391,"{'type': 'Point', 'coordinates': [40.4160329, -3.7052391]}",15-25€
267,Asociación Europea de Paintball AEDP,2.0,"Camino de Montoro, 28050 Madrid, Spain",2.0,paintball,plan,outdoors,28050,40.4805123,-3.6322496,"{'type': 'Point', 'coordinates': [40.4805123, -3.6322496]}",15-25€
268,Planet Reball,4.3,"Calle de Pedro Colmenar, 9, 28703 San Sebastián de los Reyes, Madrid, Spain",2.0,paintball,plan,outdoors,28703,40.5456849,-3.6261873,"{'type': 'Point', 'coordinates': [40.5456849, -3.6261873]}",15-25€
269,www.paintballexcape.com,0.0,"C. de Alfredo Marqueríe, 11, 28034 Madrid, Spain",2.0,paintball,plan,outdoors,28034,40.4880409,-3.6986544,"{'type': 'Point', 'coordinates': [40.4880409, -3.6986544]}",15-25€
270,Paintball Park Madrid,3.7,"Calle Bruselas, 28232 Las Rozas de Madrid, Madrid, Spain",2.0,paintball,plan,outdoors,28232,40.500633,-3.894277,"{'type': 'Point', 'coordinates': [40.500633, -3.894277]}",15-25€
271,Adrenalicia Paintball Store - Algete - Madrid,4.8,"Calle del Río Tormes, 10, 28110 Algete, Madrid, Spain",2.0,paintball,plan,outdoors,28110,40.595048,-3.5204379,"{'type': 'Point', 'coordinates': [40.595048, -3.5204379]}",15-25€
272,PaintBall Madrid,3.9,"Calle Granja del Conde, 28220 Madrid, Spain",2.0,paintball,plan,outdoors,28220,40.4739431,-3.8828805,"{'type': 'Point', 'coordinates': [40.4739431, -3.8828805]}",15-25€
273,"PaintCombat Paintball, Paintball Children",4.4,"M-206, km 7 salida vía de servicio, 28830 Torrejón de Ardoz, Madrid, Spain",2.0,paintball,plan,outdoors,28830,40.4310661,-3.4512688,"{'type': 'Point', 'coordinates': [40.4310661, -3.4512688]}",15-25€
274,Apaintballclas,0.0,"C. de María Panés, 13, 28003 Madrid, Spain",2.0,paintball,plan,outdoors,28003,40.4446416,-3.6962211,"{'type': 'Point', 'coordinates': [40.4446416, -3.6962211]}",15-25€
275,TACTICAL PAINTBALL MADRID HAVE A MISSION,4.4,"Club Las Encinas de Crta. de Pozuelo a Boadilla, Km 4,600, 28669 Boadilla del Monte, Madrid, Spain",2.0,paintball,plan,outdoors,28669,40.418838,-3.859945,"{'type': 'Point', 'coordinates': [40.418838, -3.859945]}",15-25€
276,Tematic Paintball - paintball field - Algete - Madrid,4.2,"Km 2.8, M-123, 28110 Algete, Madrid, Spain",2.0,paintball,plan,outdoors,28110,40.6095918,-3.4857034,"{'type': 'Point', 'coordinates': [40.6095918, -3.4857034]}",15-25€
277,Paintball Madrid. Boadilla.,4.3,"M-501 salida 17 madrid, 28600 Boadilla del Monte, Madrid, Spain",2.0,paintball,plan,outdoors,28600,40.3715585,-3.981176,"{'type': 'Point', 'coordinates': [40.3715585, -3.981176]}",15-25€
278,Ocius Park - Parque Multiaventura Madrid. Actividades de ocio para adultos y niños. Humor Amarillo. Paintball. Airsoft. Cavernarium,4.4,"Ocius Park, Carretera Colmenar Viejo-San Agustín de Guadalix, Km 10, 28770 Colmenar Viejo, Madrid, Spain",2.0,paintball,plan,outdoors,28770,40.673496,-3.699919,"{'type': 'Point', 'coordinates': [40.673496, -3.699919]}",15-25€
279,NonameSport (Oficinas),4.7,"OFICINAS, Av. de los Labradores, 14, 28760 Tres Cantos, Madrid, Spain",2.0,paintball,plan,outdoors,28760,40.5981545,-3.7136938,"{'type': 'Point', 'coordinates': [40.5981545, -3.7136938]}",15-25€
280,Paintball Park Store S L,0.0,"Calle Bruselas, 3, 28232 Las Rozas de Madrid, Madrid, Spain",2.0,paintball,plan,outdoors,28232,40.5008254,-3.8940933,"{'type': 'Point', 'coordinates': [40.5008254, -3.8940933]}",15-25€
281,GREAT Paintball Madrid,4.9,"Calle Barrasqui s/n, en el kilómetro 5 de la, M-600, 28200 San Lorenzo de El Escorial, Madrid, Spain",2.0,paintball,plan,outdoors,28200,40.616139,-4.114091999999999,"{'type': 'Point', 'coordinates': [40.616139, -4.114091999999999]}",15-25€
282,Quad Madrid,4.9,"C/ Andaluces, 18, 28038 Madrid, Spain",2.0,paintball,plan,outdoors,28038,40.3901514,-3.6392454,"{'type': 'Point', 'coordinates': [40.3901514, -3.6392454]}",15-25€
283,Action Live - Paintball Madrid y Humor amarillo,4.6,"Camino de la Barranca de, Plaza de Doña Luna, 28600, Madrid, Spain",2.0,paintball,plan,outdoors,28600,40.2794151,-3.9847149,"{'type': 'Point', 'coordinates': [40.2794151, -3.9847149]}",15-25€
284,LiveGames,3.3,"Merce rodoreda Nº2 portal D, 4º D, 28702 San Sebastián de los Reyes, Spain",2.0,paintball,plan,outdoors,28702,40.565964,-3.613429,"{'type': 'Point', 'coordinates': [40.565964, -3.613429]}",15-25€
285,Action Live Laser Tag (Oficinas),4.9,"Paseo de S. Fco. de Sales, 41, Local 2, 28003 Madrid, Spain",2.0,paintball,plan,outdoors,28003,40.444814,-3.709718,"{'type': 'Point', 'coordinates': [40.444814, -3.709718]}",15-25€
286,Madrid Laser Combat,4.7,"Calle Manuel Pombo Angulo, 10, 1-5 5, 28050 Madrid, Spain",2.0,paintball,plan,outdoors,28050,40.5061209,-3.6564377,"{'type': 'Point', 'coordinates': [40.5061209, -3.6564377]}",15-25€
287,Paintball Madrid Desafio,4.9,"Camino de Cerro Tablado, S/N, 28229, Madrid, Spain",2.0,paintball,plan,outdoors,28229,40.5088219,-3.9879263,"{'type': 'Point', 'coordinates': [40.5088219, -3.9879263]}",15-25€
288,Paintball,4.3,"Poligono Diseminados, 30, 28222, Madrid, Spain",2.0,paintball,plan,outdoors,28222,40.4668558,-3.9131916,"{'type': 'Point', 'coordinates': [40.4668558, -3.9131916]}",15-25€
289,Paintball Majadahonda (Paintball campo de tiro),4.7,"Poligono Diseminados, 30, 28222, Madrid, Spain",2.0,paintball,plan,outdoors,28222,40.4668374,-3.9131574,"{'type': 'Point', 'coordinates': [40.4668374, -3.9131574]}",15-25€
290,Paintball Madrid El Marqués,4.9,"Camino de los Vinateros, 28693 Quijorna, Madrid, Spain",2.0,paintball,plan,outdoors,28693,40.4110714,-4.0621767,"{'type': 'Point', 'coordinates': [40.4110714, -4.0621767]}",15-25€
291,Multiaventura Park en Madrid - Las Rozas,4.5,"Calle Bruselas, 3, 28232 Las Rozas de Madrid, Madrid, Spain",2.0,paintball,plan,outdoors,28232,40.5007512,-3.894031499999999,"{'type': 'Point', 'coordinates': [40.5007512, -3.894031499999999]}",15-25€
292,Paintball Jarama,4.2,"Camino de Madrid, S/N, 28150 Valdetorres de Jarama, Madrid, Spain",2.0,paintball,plan,outdoors,28150,40.70776,-3.520339,"{'type': 'Point', 'coordinates': [40.70776, -3.520339]}",15-25€
293,Paintball Madrid Alcorcon,5.0,"M-600, 19-21, 28690 Brunete, Madrid, Spain",2.0,paintball,plan,outdoors,28690,40.3901164,-3.9945154,"{'type': 'Point', 'coordinates': [40.3901164, -3.9945154]}",15-25€
294,Combat Arena,4.5,"Poligono Industrial los Areneros, 12, 28521 Rivas-Vaciamadrid, Madrid, Spain",2.0,paintball,plan,outdoors,28521,40.3285413,-3.5222779,"{'type': 'Point', 'coordinates': [40.3285413, -3.5222779]}",15-25€
295,Paintball Madrid Norte Action Live (Entrada),4.8,"Av. del Monte, 12, 28292 El Escorial, Madrid, Spain",2.0,paintball,plan,outdoors,28292,40.6196726,-4.0431656,"{'type': 'Point', 'coordinates': [40.6196726, -4.0431656]}",15-25€
296,Paintball Action Live Norte - El Escorial (Base Central),5.0,"Camino sin nombre, 28292 Madrid, Spain",2.0,paintball,plan,outdoors,28292,40.6191902,-4.0644352,"{'type': 'Point', 'coordinates': [40.6191902, -4.0644352]}",15-25€
297,eventos barajas,5.0,"Carretera Ajalvir, 830K, 28860 Paracuellos de Jarama, Madrid, Spain",2.0,paintball,plan,outdoors,28860,40.4975073,-3.54784,"{'type': 'Point', 'coordinates': [40.4975073, -3.54784]}",15-25€
298,Quake Paintball,4.5,"Carretera M-209, 0 Km 1 2, 28813 Pozuelo del Rey, Spain",2.0,paintball,plan,outdoors,28813,40.36533,-3.3207,"{'type': 'Point', 'coordinates': [40.36533, -3.3207]}",15-25€
299,Paintball Action Live Norte - El Escorial,4.6,"28292 El Escorial, Madrid, Spain",2.0,paintball,plan,outdoors,28292,40.6219686,-4.0536037,"{'type': 'Point', 'coordinates': [40.6219686, -4.0536037]}",15-25€
300,Megacampo Paintball Madrid,4.3,"Unnamed Rd, 28450 Collado Mediano, Madrid, Spain",2.0,paintball,plan,outdoors,28450,40.67608329999999,-4.0508994,"{'type': 'Point', 'coordinates': [40.67608329999999, -4.0508994]}",15-25€
301,Valdeaventura,4.0,"Km 22,500 de la 600, carretera, 28210, 28210, Madrid, Spain",2.0,paintball,plan,outdoors,28210,40.5007668,-4.0514108,"{'type': 'Point', 'coordinates': [40.5007668, -4.0514108]}",15-25€
302,Campo Real Aventura,4.5,"Camino de Matacuñados, 28510 Campo Real, Madrid, Spain",2.0,paintball,plan,outdoors,28510,40.3261054,-3.4285166,"{'type': 'Point', 'coordinates': [40.3261054, -3.4285166]}",15-25€
303,Multiaventura Madrid - Empresa de multiaventura,5.0,"Calle Arboleda, Nº18, Bloque 7, 28031 Madrid, Spain",,multiadventure,plan,outdoors,28031,40.3880888,-3.6254472,"{'type': 'Point', 'coordinates': [40.3880888, -3.6254472]}",More than 50€
304,Multiaventura Los Gatos,4.6,"Calle Sánchez Pacheco, 47, 1ª, 28002 Madrid, Spain",,multiadventure,plan,outdoors,28002,40.4474835,-3.6731796,"{'type': 'Point', 'coordinates': [40.4474835, -3.6731796]}",More than 50€
305,Multiaventura Park en Madrid - Las Rozas,4.5,"Calle Bruselas, 3, 28232 Las Rozas de Madrid, Madrid, Spain",,multiadventure,plan,outdoors,28232,40.5007512,-3.894031499999999,"{'type': 'Point', 'coordinates': [40.5007512, -3.894031499999999]}",More than 50€
306,Multiaventura Park en Madrid - Parque Europa,4.2,"Paseo de los Cipreses, 28850 Torrejón de Ardoz, Madrid, Spain",,multiadventure,plan,outdoors,28850,40.447292,-3.4549893,"{'type': 'Point', 'coordinates': [40.447292, -3.4549893]}",More than 50€
307,Hipica School Madrid,4.9,"Venta La Rubia, 28925 Alcorcón, Madrid, Spain",,multiadventure,plan,outdoors,28925,40.37602100000001,-3.819551,"{'type': 'Point', 'coordinates': [40.37602100000001, -3.819551]}",More than 50€
308,"Alfa sports. Multiaventuras, Esqui, Buceo y más",5.0,"Calle de Ramón Power, 64, 28043 Madrid, Spain",,multiadventure,plan,outdoors,28043,40.4634016,-3.625855,"{'type': 'Point', 'coordinates': [40.4634016, -3.625855]}",More than 50€
309,Los Aventureros - Multiaventura y Outdoor Training - Madrid,0.0,"Calle de Leganitos, 8, 28030 Madrid, Spain",,multiadventure,plan,outdoors,28030,40.4213195,-3.7096198,"{'type': 'Point', 'coordinates': [40.4213195, -3.7096198]}",More than 50€
310,✅ Multiaventura en Madrid ✅ PlanetSport Multiaventura,4.9,"Cl de las Huertas, 13, 28160 Talamanca de Jarama, Madrid, Spain",,multiadventure,plan,outdoors,28160,40.745156,-3.510078,"{'type': 'Point', 'coordinates': [40.745156, -3.510078]}",More than 50€
311,Yumping Adventure S.L,4.0,"Calle Sauceda, 10, 28050 Madrid, Spain",,multiadventure,plan,outdoors,28050,40.5006689,-3.6677835,"{'type': 'Point', 'coordinates': [40.5006689, -3.6677835]}",More than 50€
313,Bimbache,0.0,"C/ San Bernardo, 8, 28015 Madrid, Spain",,multiadventure,plan,outdoors,28015,40.4221841,-3.7088026,"{'type': 'Point', 'coordinates': [40.4221841, -3.7088026]}",More than 50€
314,Aventura Amazonia,4.6,"Parque Recreativo de las Berceas Carretera de las Dehesas M-966, Km 3,9, 28470, Madrid, Spain",,multiadventure,plan,outdoors,28470,40.7700195,-4.066684899999999,"{'type': 'Point', 'coordinates': [40.7700195, -4.066684899999999]}",More than 50€
315,Ocius Park - Parque Multiaventura Madrid. Actividades de ocio para adultos y niños. Humor Amarillo. Paintball. Airsoft. Cavernarium,4.4,"Ocius Park, Carretera Colmenar Viejo-San Agustín de Guadalix, Km 10, 28770 Colmenar Viejo, Madrid, Spain",,multiadventure,plan,outdoors,28770,40.673496,-3.699919,"{'type': 'Point', 'coordinates': [40.673496, -3.699919]}",More than 50€
316,Amadablam Viajes Aventura,4.7,"Calle de Ponzano, 72, 28003 Madrid, Spain",,multiadventure,plan,outdoors,28003,40.443764,-3.698792,"{'type': 'Point', 'coordinates': [40.443764, -3.698792]}",More than 50€
317,BarranquismoMadrid.com,0.0,"Calle de la Constitución, 93, 28100 Alcobendas, Madrid, Spain",,multiadventure,plan,outdoors,28100,40.54485,-3.641595,"{'type': 'Point', 'coordinates': [40.54485, -3.641595]}",More than 50€
318,Asdon Aventura,5.0,"Av. Virgen del Val, 1, 28804 Alcalá de Henares, Madrid, Spain",,multiadventure,plan,outdoors,28804,40.4825021,-3.3538489,"{'type': 'Point', 'coordinates': [40.4825021, -3.3538489]}",More than 50€
319,Multiaventuras Moratalaz,4.3,"Cl. de la Hacienda de Pavones, 196, 28030 Madrid, Spain",,multiadventure,plan,outdoors,28030,40.4016667,-3.6405556,"{'type': 'Point', 'coordinates': [40.4016667, -3.6405556]}",More than 50€
320,Urban Camp,3.7,"Calle Castillo de Simancas, s/n, 28232 Las Rozas de Madrid, Madrid, Spain",,multiadventure,plan,outdoors,28232,40.5112156,-3.894559399999999,"{'type': 'Point', 'coordinates': [40.5112156, -3.894559399999999]}",More than 50€
321,Campamentos Aventurama,4.0,"Calle de Tordomar, 7, 28043 Madrid, Spain",,multiadventure,plan,outdoors,28043,40.4678167,-3.6395798,"{'type': 'Point', 'coordinates': [40.4678167, -3.6395798]}",More than 50€
322,MBD - Team Building Madrid y Actividades Outdoor para empresas,0.0,"Av. Juan Pablo II, 60, Bajo C, 28860 Paracuellos de Jarama, Madrid, Spain",,multiadventure,plan,outdoors,28860,40.5010957,-3.505212,"{'type': 'Point', 'coordinates': [40.5010957, -3.505212]}",More than 50€
323,Campamentos de verano en Madrid - El Jarama,5.0,"Calle de Jorge Juan, 175, 28028 Madrid, Spain",,multiadventure,plan,outdoors,28028,40.4227401,-3.663415,"{'type': 'Point', 'coordinates': [40.4227401, -3.663415]}",More than 50€
324,COADECU,3.9,"C/ Virgen De Los Reyes, 5, 28027 Madrid, Spain",,multiadventure,plan,outdoors,28027,40.4379128,-3.6529041,"{'type': 'Point', 'coordinates': [40.4379128, -3.6529041]}",More than 50€
325,Humor Amarillo Madrid,4.7,"Calle Mayor, 6, 1ºplanta, 28013 Madrid, Spain",,multiadventure,plan,outdoors,28013,40.4166846,-3.7054415,"{'type': 'Point', 'coordinates': [40.4166846, -3.7054415]}",More than 50€
326,Grupo Asdon,5.0,"Av. Virgen del Val, 28804 Alcalá de Henares, Madrid, Spain",,multiadventure,plan,outdoors,28804,40.4831893,-3.3490249,"{'type': 'Point', 'coordinates': [40.4831893, -3.3490249]}",More than 50€
327,Riverland,0.0,"Calle Saturno, 1, Planta 2 Derecha, 28224 Pozuelo de Alarcón, Madrid, Spain",,multiadventure,plan,outdoors,28224,40.4415977,-3.7945524,"{'type': 'Point', 'coordinates': [40.4415977, -3.7945524]}",More than 50€
328,NonameSport (Oficinas),4.7,"OFICINAS, Av. de los Labradores, 14, 28760 Tres Cantos, Madrid, Spain",,multiadventure,plan,outdoors,28760,40.5981545,-3.7136938,"{'type': 'Point', 'coordinates': [40.5981545, -3.7136938]}",More than 50€
329,"Climbing courses, climbing trips and multisport",0.0,"Calle de Tarragona, 8, 28045 Madrid, Spain",,multiadventure,plan,outdoors,28045,40.40162,-3.6974274,"{'type': 'Point', 'coordinates': [40.40162, -3.6974274]}",More than 50€
330,D´excursión,3.0,"Av. de Orovilla, 54, 28041 Madrid, Spain",,multiadventure,plan,outdoors,28041,40.3585911,-3.689790099999999,"{'type': 'Point', 'coordinates': [40.3585911, -3.689790099999999]}",More than 50€
331,Animalimit │ Agencia de Viajes Multiaventura Madrid │ Paquetes viajeros,5.0,"Calle de Jorge Juan, 12I, 28001 Madrid, Spain",,multiadventure,plan,outdoors,28001,40.4230899,-3.6861508,"{'type': 'Point', 'coordinates': [40.4230899, -3.6861508]}",More than 50€
332,Multiaventura Madrid - Asdon Aventura,0.0,"Camping Monte Holiday, Carr de Rascafría, 28739 Lozoya, Madrid, Spain",,multiadventure,plan,outdoors,28739,40.9496621,-3.730848399999999,"{'type': 'Point', 'coordinates': [40.9496621, -3.730848399999999]}",More than 50€
333,Cmo Proyectos,5.0,"Calle Pedro Muguruza, 1, 28036 Madrid, Spain",,multiadventure,plan,outdoors,28036,40.462312,-3.6864192,"{'type': 'Point', 'coordinates': [40.462312, -3.6864192]}",More than 50€
334,multiaventura clement,0.0,"Calle Cañada, 99, 28410 Manzanares el Real, Madrid, Spain",,multiadventure,plan,outdoors,28410,40.7294134,-3.8583702,"{'type': 'Point', 'coordinates': [40.7294134, -3.8583702]}",More than 50€
335,Molino de Butrera-Oficina Madrid,5.0,"Calle de Hermosilla, 60, 28001 Madrid, Spain",,multiadventure,plan,outdoors,28001,40.42607479999999,-3.680488,"{'type': 'Point', 'coordinates': [40.42607479999999, -3.680488]}",More than 50€
336,Aventurarte,5.0,"Avenida Gran Vía de Hortaleza nº5, M, 6ºC, 28033 Madrid, Spain",,multiadventure,plan,outdoors,28033,40.468788,-3.6575052,"{'type': 'Point', 'coordinates': [40.468788, -3.6575052]}",More than 50€
337,Eventos y Team Building Madrid - Amazonia Team Factory,4.7,"Ctra M-966, km 3,9, 28470 Cercedilla, Madrid, Spain",,multiadventure,plan,outdoors,28470,40.4357353,-3.7050634,"{'type': 'Point', 'coordinates': [40.4357353, -3.7050634]}",More than 50€
338,NonameSport campo 3Cantos,4.6,"28770 Colmenar Viejo, Madrid, Spain",,multiadventure,plan,outdoors,28770,40.6326919,-3.6703463,"{'type': 'Point', 'coordinates': [40.6326919, -3.6703463]}",More than 50€
339,MERIDIANO parque de cuerdas,4.7,"Calle Toril, 1, 28742 Lozoya, Madrid, Spain",,multiadventure,plan,outdoors,28742,40.951138,-3.788075,"{'type': 'Point', 'coordinates': [40.951138, -3.788075]}",More than 50€
340,Mini Golf Park Madrid,4.4,"Polígono Európolis, Madrid, Calle Bruselas, 3, 28232 Las Rozas de Madrid, Madrid, Spain",,multiadventure,plan,outdoors,28232,40.5007512,-3.894031499999999,"{'type': 'Point', 'coordinates': [40.5007512, -3.894031499999999]}",More than 50€
341,MULTIAVENTURA TORRELINO,4.4,"Parque J.H, Calle Julio Herrero, s/n, 28250 Torrelodones, Madrid, Spain",,multiadventure,plan,outdoors,28250,40.5765657,-3.9257863,"{'type': 'Point', 'coordinates': [40.5765657, -3.9257863]}",More than 50€
343,Forest Park Guadarrama,4.5,"Las Encinillas, Área Recreativa, Calle San Macario, 64, 28440 Guadarrama, Madrid, Spain",,multiadventure,plan,outdoors,28440,40.6783984,-4.1122577,"{'type': 'Point', 'coordinates': [40.6783984, -4.1122577]}",More than 50€
344,Natuaventura,4.7,"Calle Varsovia, 27, 28232 Las Rozas de Madrid, Madrid, Spain",,multiadventure,plan,outdoors,28232,40.5037309,-3.890667,"{'type': 'Point', 'coordinates': [40.5037309, -3.890667]}",More than 50€
345,Quad Madrid,4.9,"C/ Andaluces, 18, 28038 Madrid, Spain",,multiadventure,plan,outdoors,28038,40.3901514,-3.6392454,"{'type': 'Point', 'coordinates': [40.3901514, -3.6392454]}",More than 50€
346,Paintball Park Store S L,0.0,"Calle Bruselas, 3, 28232 Las Rozas de Madrid, Madrid, Spain",,multiadventure,plan,outdoors,28232,40.5008254,-3.8940933,"{'type': 'Point', 'coordinates': [40.5008254, -3.8940933]}",More than 50€
347,AVENTURA AMAZONIA Pelayos,4.6,"Camino de la Enfermería, s/n, 28696 Pelayos de la Presa, Madrid, Spain",,multiadventure,plan,outdoors,28696,40.3671517,-4.3228309,"{'type': 'Point', 'coordinates': [40.3671517, -4.3228309]}",More than 50€
348,RIVERLAND,0.0,"Finca, Calle la del Soto del Parral, 28380 Madrid, Spain",,multiadventure,plan,outdoors,28380,40.35762769999999,-3.697167,"{'type': 'Point', 'coordinates': [40.35762769999999, -3.697167]}",More than 50€
349,MULTIAVENTURAMADRID,4.9,"Carretera, M, 604, 28742 Lozoya, Madrid, Spain",,multiadventure,plan,outdoors,28742,40.9493403,-3.7672906,"{'type': 'Point', 'coordinates': [40.9493403, -3.7672906]}",More than 50€
350,Madrid Laser Combat,4.7,"Calle Manuel Pombo Angulo, 10, 1-5 5, 28050 Madrid, Spain",,multiadventure,plan,outdoors,28050,40.5061209,-3.6564377,"{'type': 'Point', 'coordinates': [40.5061209, -3.6564377]}",More than 50€
351,Globalcamp Fernández Pérez García S.L.L,0.0,"Av. de Menéndez Pelayo, 51, 28009 Madrid, Spain",,multiadventure,plan,outdoors,28009,40.4164186,-3.6778875,"{'type': 'Point', 'coordinates': [40.4164186, -3.6778875]}",More than 50€
352,Megafield Paintball Madrid - Offices,4.6,"Calle de la Infanta Mercedes, 73, 28020 Madrid, Spain",,multiadventure,plan,outdoors,28020,40.4611515,-3.6962013,"{'type': 'Point', 'coordinates': [40.4611515, -3.6962013]}",More than 50€
353,De Pino a Pino Navacerrada,4.3,"Valle de la Barranca, s/n, 28491 Navacerrada, Madrid, Spain",,multiadventure,plan,outdoors,28491,40.7582713,-3.9935232,"{'type': 'Point', 'coordinates': [40.7582713, -3.9935232]}",More than 50€
354,MERIDIANO RAID (Cervera de Buitrago),3.9,"C/ de la Iglesia, 43, 28193 Cervera de Buitrago, Madrid, Spain",,multiadventure,plan,outdoors,28193,40.919878,-3.5304678,"{'type': 'Point', 'coordinates': [40.919878, -3.5304678]}",More than 50€
355,Campo Real Aventura,4.5,"Camino de Matacuñados, 28510 Campo Real, Madrid, Spain",,multiadventure,plan,outdoors,28510,40.3261054,-3.4285166,"{'type': 'Point', 'coordinates': [40.3261054, -3.4285166]}",More than 50€
356,Indiana Natural Recreation Park,4.2,"Crta. Virgen de la Nueva M-957, s/n, 28680 San Martín de Valdeiglesias, Madrid, Spain",,multiadventure,plan,outdoors,28680,40.397924,-4.415216,"{'type': 'Point', 'coordinates': [40.397924, -4.415216]}",More than 50€
357,Paintball Madrid Action Live,4.9,"Av del Cardenal Herrera Oria, 173, local 1, 28034 Madrid, Spain",,multiadventure,plan,outdoors,28034,40.4836372,-3.7113391,"{'type': 'Point', 'coordinates': [40.4836372, -3.7113391]}",More than 50€
358,NonameSport campo Colmenar,4.7,"Unnamed Road,28770, Colmenar Viejo, Madrid, Spain",,multiadventure,plan,outdoors,28770,40.6731217,-3.7004233,"{'type': 'Point', 'coordinates': [40.6731217, -3.7004233]}",More than 50€
360,Tabei Adventures,5.0,"Calle de Antonio López, 254, 28041 Madrid, Spain",,multiadventure,plan,outdoors,28041,40.3797353,-3.696122,"{'type': 'Point', 'coordinates': [40.3797353, -3.696122]}",More than 50€
361,"Alea Ocio, campamentos de Verano y viajes escolares. Viajes de esquí y snow, ski bus. Reservas viajes Ski Online.",4.7,"C. de Baños de Montemayor, 7, 28005 Madrid, Spain",,multiadventure,plan,outdoors,28005,40.3977744,-3.7042083,"{'type': 'Point', 'coordinates': [40.3977744, -3.7042083]}",More than 50€
362,Rocódromo Urban Monkey - Madrid,4.5,"C/ Tarragona, 8, 28045 Madrid, Spain",,multiadventure,plan,outdoors,28045,40.4016192,-3.697531499999999,"{'type': 'Point', 'coordinates': [40.4016192, -3.697531499999999]}",More than 50€
363,Pista Baloncesto Pacifico,4.5,"28007 Madrid, Spain",,basketball court,plan,outdoors,28007,40.40026390000001,-3.6764067,"{'type': 'Point', 'coordinates': [40.40026390000001, -3.6764067]}",More than 50€
364,Cancha de Baloncesto del Seminario Conciliar de Madrid,3.0,"Calle Jerte, 10D, 28005 Madrid, Spain",,basketball court,plan,outdoors,28005,40.4099677,-3.7160242,"{'type': 'Point', 'coordinates': [40.4099677, -3.7160242]}",More than 50€
365,Cancha Baloncesto Pública Luis Mitjans,4.0,"Calle de Luis Mitjans, 13D, 28007 Madrid, Spain",,basketball court,plan,outdoors,28007,40.4012458,-3.670488,"{'type': 'Point', 'coordinates': [40.4012458, -3.670488]}",More than 50€
366,Canchas De Baloncesto,4.1,"Av. de San Luis, 25C, 28033 Madrid, Spain",,basketball court,plan,outdoors,28033,40.47096639999999,-3.655488799999999,"{'type': 'Point', 'coordinates': [40.47096639999999, -3.655488799999999]}",More than 50€
367,Cancha de Baloncesto,4.3,"Paseo de Camoens, 28008 Madrid, Spain",,basketball court,plan,outdoors,28008,40.4305274,-3.7259586,"{'type': 'Point', 'coordinates': [40.4305274, -3.7259586]}",More than 50€
368,Canchas De Embajadores,3.2,"Calle de Embajadores, 68, 28012 Madrid, Spain",,basketball court,plan,outdoors,28012,40.4068782,-3.7037669,"{'type': 'Point', 'coordinates': [40.4068782, -3.7037669]}",More than 50€
369,Cancha de Baloncesto Acacias,4.1,"Calle del Gasómetro, 38, 28005 Madrid, Spain",,basketball court,plan,outdoors,28005,40.4024295,-3.7076055,"{'type': 'Point', 'coordinates': [40.4024295, -3.7076055]}",More than 50€
370,Cancha de Baloncesto Parque Mirasierra,2.0,"28035 Madrid, Spain",,basketball court,plan,outdoors,28035,40.4942299,-3.7194209,"{'type': 'Point', 'coordinates': [40.4942299, -3.7194209]}",More than 50€
