,name,rating,address,price_level,place,type,subtype,CP,latitude,longitude,geometry,price
140,Pistas de Tenis Somontes,5.0,"Carr Madrid-El Pardo, Km. 3,400, 28035 Madrid, Spain",,tennis court,plan,outdoors,28035,40.49095459999999,-3.756585399999999,"{'type': 'Point', 'coordinates': [40.49095459999999, -3.756585399999999]}",More than 50€
141,Padel and Tennis Club Fuencarral,4.4,"Calle del Monasterio de Las Huelgas, 15, 28049 Madrid, Spain",,tennis court,plan,outdoors,28049,40.5027626,-3.7101731,"{'type': 'Point', 'coordinates': [40.5027626, -3.7101731]}",More than 50€
142,Pistas de tenis Marconi,4.7,"Calle Principal, 1, 28021 Madrid, Spain",,tennis court,plan,outdoors,28021,40.333595,-3.6983114,"{'type': 'Point', 'coordinates': [40.333595, -3.6983114]}",More than 50€
143,Federación de Tenis de Madrid - Fuencarral,4.3,"Calle de San Cugat del Vallés, s/n, 28034 Madrid, Spain",,tennis court,plan,outdoors,28034,40.4967957,-3.6979186,"{'type': 'Point', 'coordinates': [40.4967957, -3.6979186]}",More than 50€
144,Club Tenis Carlos Sole,4.6,"Calle de Carlos Sole, 21, 28038 Madrid, Spain",,tennis court,plan,outdoors,28038,40.392073,-3.6484426,"{'type': 'Point', 'coordinates': [40.392073, -3.6484426]}",More than 50€
145,Padel Madrid Las Tablas,4.3,"Av. del Camino de Santiago, 25, 28050 Madrid, Spain",,tennis court,plan,outdoors,28050,40.5026389,-3.6739338,"{'type': 'Point', 'coordinates': [40.5026389, -3.6739338]}",More than 50€
146,Escuela de Tenis JMO,4.6,"Av. de Champagnat, 2, 28043 Madrid, Spain",,tennis court,plan,outdoors,28043,40.4518973,-3.6385787,"{'type': 'Point', 'coordinates': [40.4518973, -3.6385787]}",More than 50€
147,Club de Tenis Vallecas,4.9,"Calle Puerto de Velate, nº 18, 28018 Madrid, Spain",,tennis court,plan,outdoors,28018,40.3835475,-3.6574861,"{'type': 'Point', 'coordinates': [40.3835475, -3.6574861]}",More than 50€
148,Club De Tenis La Moraleja,4.4,"Calle del Camino Nuevo, 80, 92, 28109 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28109,40.5195655,-3.639552999999999,"{'type': 'Point', 'coordinates': [40.5195655, -3.639552999999999]}",More than 50€
149,Ciudad De La Raqueta,4.2,"C. del Monasterio de El Paular, 2, 28049 Madrid, Spain",2.0,tennis court,plan,outdoors,28049,40.4996145,-3.7133467,"{'type': 'Point', 'coordinates': [40.4996145, -3.7133467]}",15-25€
150,Tennis Club Coslada,3.7,"Av. de la Cañada, 111, 28823 Coslada, Madrid, Spain",,tennis court,plan,outdoors,28823,40.4339272,-3.5406392,"{'type': 'Point', 'coordinates': [40.4339272, -3.5406392]}",More than 50€
151,Club Alameda,4.2,"Paseo de la Alameda de Osuna, 52, 28042 Madrid, Spain",,tennis court,plan,outdoors,28042,40.455115,-3.59587,"{'type': 'Point', 'coordinates': [40.455115, -3.59587]}",More than 50€
152,Centro Deportivo Alcalá 525,3.9,"Calle Alcalá 525, entrada por calle Iquitos, 28027 Madrid, Spain",,tennis court,plan,outdoors,28027,40.4419429,-3.6287799,"{'type': 'Point', 'coordinates': [40.4419429, -3.6287799]}",More than 50€
153,Escuela Tenis Club de Campo,4.7,"Club de Campo, 28040 Madrid, Spain",,tennis court,plan,outdoors,28040,40.4453847,-3.7443061,"{'type': 'Point', 'coordinates': [40.4453847, -3.7443061]}",More than 50€
154,Pistas de pádel,0.0,"Av. de Rafaela Ybarra, 4A, 28026 Madrid, Spain",,tennis court,plan,outdoors,28026,40.37444230000001,-3.715579,"{'type': 'Point', 'coordinates': [40.37444230000001, -3.715579]}",More than 50€
155,Pistas de Tenis UCM,3.7,"Av. Juan de Herrera, 4, 28040 Madrid, Spain",,tennis court,plan,outdoors,28040,40.4379321,-3.7316558,"{'type': 'Point', 'coordinates': [40.4379321, -3.7316558]}",More than 50€
156,Club De Tenis y Pádel Olivar de la Hinojosa,4.0,"Calle Ariadna, 3, 28042 Madrid, Spain",,tennis court,plan,outdoors,28042,40.4712406,-3.6084894,"{'type': 'Point', 'coordinates': [40.4712406, -3.6084894]}",More than 50€
157,Pistas de tenis,4.1,"Calle de Florencio Castillo, 14-18, 28043 Madrid, Spain",,tennis court,plan,outdoors,28043,40.4609718,-3.6272243,"{'type': 'Point', 'coordinates': [40.4609718, -3.6272243]}",More than 50€
158,Centro Deportivo Cultural Delicias,4.3,"Paseo de las Delicias, 61, 28045 Madrid, Spain",,tennis court,plan,outdoors,28045,40.3981014,-3.6902955,"{'type': 'Point', 'coordinates': [40.3981014, -3.6902955]}",More than 50€
159,El Hangar Club de Tenis,0.0,"Calle de la Metalurgia, 8, 28108 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28108,40.5319187,-3.6494129,"{'type': 'Point', 'coordinates': [40.5319187, -3.6494129]}",More than 50€
160,Centro Deportivo Municipal La Chopera,4.3,"Paseo de Fernán Núñez, 3, 28009 Madrid, Spain",,tennis court,plan,outdoors,28009,40.413052,-3.686217,"{'type': 'Point', 'coordinates': [40.413052, -3.686217]}",More than 50€
161,Clasesdetenismadrid.com,5.0,"Calle Ramón Fort, 11, 28033 Madrid, Spain",,tennis court,plan,outdoors,28033,40.4730719,-3.6660869,"{'type': 'Point', 'coordinates': [40.4730719, -3.6660869]}",More than 50€
162,Mesa de Ping Pong,0.0,"Calle del Dr. Esquerdo, 28007 Madrid, Spain",,tennis court,plan,outdoors,28007,40.4002503,-3.6757029,"{'type': 'Point', 'coordinates': [40.4002503, -3.6757029]}",More than 50€
163,El Estudiante,4.2,"Calle del Alto, s/n, 28108 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28108,40.5208835,-3.5936797,"{'type': 'Point', 'coordinates': [40.5208835, -3.5936797]}",More than 50€
164,Pádel Hangar,4.3,"Calle de la Metalurgia, 8, posterior, 28108 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28108,40.5320144,-3.6489796,"{'type': 'Point', 'coordinates': [40.5320144, -3.6489796]}",More than 50€
165,Club de Tenis La Moraleja,4.4,"Calle de la Cuesta del Cerro, 2, 28109 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28109,40.5209954,-3.6381675,"{'type': 'Point', 'coordinates': [40.5209954, -3.6381675]}",More than 50€
166,Tennis Studio Couder,4.8,"Calle Torreadrada, 7, 28023 Madrid, Spain",,tennis court,plan,outdoors,28023,40.472126,-3.7749841,"{'type': 'Point', 'coordinates': [40.472126, -3.7749841]}",More than 50€
167,Polideportivo Municipal La Bombilla,4.1,"Paseo de la Senda del Rey, 8, 28040 Madrid, Spain",,tennis court,plan,outdoors,28040,40.4326435,-3.7318056,"{'type': 'Point', 'coordinates': [40.4326435, -3.7318056]}",More than 50€
168,Ranking Tenis Federado Moncloa-Aravaca,0.0,"C, Camino Príncipe, 2, 28011 Madrid, Spain",,tennis court,plan,outdoors,28011,40.4214437,-3.7357217,"{'type': 'Point', 'coordinates': [40.4214437, -3.7357217]}",More than 50€
169,Polideportivo Municipal Pradillo,3.9,"Calle de Pradillo, 33, 28002 Madrid, Spain",,tennis court,plan,outdoors,28002,40.4494205,-3.6715205,"{'type': 'Point', 'coordinates': [40.4494205, -3.6715205]}",More than 50€
170,TEJAR TENNIS CLUB,3.3,"Carr Madrid-El Pardo, 4, 28035 Madrid, Spain",,tennis court,plan,outdoors,28035,40.4916217,-3.757219199999999,"{'type': 'Point', 'coordinates': [40.4916217, -3.757219199999999]}",More than 50€
171,Centro Deportivo Puente de Praga,3.8,"Av del Manzanares, s/n, 28019 Madrid, Spain",,tennis court,plan,outdoors,28019,40.3947012,-3.7058472,"{'type': 'Point', 'coordinates': [40.3947012, -3.7058472]}",More than 50€
172,Padel Madrid,4.5,"Calle de Castiello de Jaca, 28050 Madrid, Spain",,tennis court,plan,outdoors,28050,40.5025587,-3.6756237,"{'type': 'Point', 'coordinates': [40.5025587, -3.6756237]}",More than 50€
173,Pistas de Tenis del Polideportivo,4.0,"Calle de Manuel de Falla, 59, 28100 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28100,40.5518745,-3.6462167,"{'type': 'Point', 'coordinates': [40.5518745, -3.6462167]}",More than 50€
174,Federación de Tenis de Madrid - Puerta de Hierro,3.0,"28023 Madrid, Spain",,tennis court,plan,outdoors,28023,40.4598755,-3.748188499999999,"{'type': 'Point', 'coordinates': [40.4598755, -3.748188499999999]}",More than 50€
175,Sport Global - Instalaciones deportivas,0.0,"Calle de Viriato, 30, 28010 Madrid, Spain",,tennis court,plan,outdoors,28010,40.435768,-3.700304,"{'type': 'Point', 'coordinates': [40.435768, -3.700304]}",More than 50€
176,Pistas de Padel Marqués de Monistrol - Río San Pol,3.3,"Calle de la Ribera del Manzanares, 1, Bis, 28008 Madrid, Spain",,tennis court,plan,outdoors,28008,40.4219458,-3.7251906,"{'type': 'Point', 'coordinates': [40.4219458, -3.7251906]}",More than 50€
177,Club de pádel La Moraleja,4.1,"Av. de Bruselas, 29, 28108 Alcobendas, Madrid, Spain",,tennis court,plan,outdoors,28108,40.5292916,-3.6399259,"{'type': 'Point', 'coordinates': [40.5292916, -3.6399259]}",More than 50€
178,Instalaciones Deportivas Canal de Isabel II,4.0,"Av. de Filipinas, 54, 28003 Madrid, Spain",,tennis court,plan,outdoors,28003,40.4414013,-3.7056221,"{'type': 'Point', 'coordinates': [40.4414013, -3.7056221]}",More than 50€
179,Club Mirasierra,4.3,"Calle de la Costa Brava, 8, 28034 Madrid, Spain",,tennis court,plan,outdoors,28034,40.4984778,-3.704151,"{'type': 'Point', 'coordinates': [40.4984778, -3.704151]}",More than 50€
180,Club Suanzes Deporte y Ocio,3.9,"Plaza de las Olivas, 5, 28027 Madrid, Spain",,tennis court,plan,outdoors,28027,40.4452677,-3.6235415,"{'type': 'Point', 'coordinates': [40.4452677, -3.6235415]}",More than 50€
181,Pistas Deportivas,4.4,"Calle de Arganda, 3, 28005 Madrid, Spain",,tennis court,plan,outdoors,28005,40.4005332,-3.7084785,"{'type': 'Point', 'coordinates': [40.4005332, -3.7084785]}",More than 50€
182,Pista de Tenis Rosa Luxemburgo,0.0,"Calle Pablo Neruda, 10, 28702 San Sebastián de los Reyes, Madrid, Spain",,tennis court,plan,outdoors,28702,40.557988,-3.6332992,"{'type': 'Point', 'coordinates': [40.557988, -3.6332992]}",More than 50€
183,Polideportivo Torrespaña,4.0,"C/ del Alcalde Sainz de Baranda, 94, 28028 Madrid, Spain",,tennis court,plan,outdoors,28028,40.42104339999999,-3.6611141,"{'type': 'Point', 'coordinates': [40.42104339999999, -3.6611141]}",More than 50€
184,School Padel El Valle,3.2,"Calle de Palas de Rey, 4, 28050 Madrid, Spain",,tennis court,plan,outdoors,28050,40.5044479,-3.6606591,"{'type': 'Point', 'coordinates': [40.5044479, -3.6606591]}",More than 50€
185,Madrid Central Padel,4.5,"Calle de Boyer, 28, 28052 Madrid, Spain",,tennis court,plan,outdoors,28052,40.4044614,-3.5869869,"{'type': 'Point', 'coordinates': [40.4044614, -3.5869869]}",More than 50€
186,International Tennis Club,4.2,"Carretera de El Plantío, 3, 28221 Majadahonda, Madrid, Spain",,tennis court,plan,outdoors,28221,40.475624,-3.8419336,"{'type': 'Point', 'coordinates': [40.475624, -3.8419336]}",More than 50€
187,Municipal Sports Center Gymnasium Moscardó,3.6,"Calle del Pilar de Zaragoza, 93, 28028 Madrid, Spain",,tennis court,plan,outdoors,28028,40.4379036,-3.6745257,"{'type': 'Point', 'coordinates': [40.4379036, -3.6745257]}",More than 50€
188,Escuela de Padel Y Tenis. CD RAQUETAS VILLA DE VALLECAS,4.9,"Calle de Cordel de Pavones, 100Q, 28032 Madrid, Spain",,tennis court,plan,outdoors,28032,40.4005966,-3.618443399999999,"{'type': 'Point', 'coordinates': [40.4005966, -3.618443399999999]}",More than 50€
189,Federación De Tenis De Madrid,0.0,"Carretera Pardo, 7, 28035 Madrid, Spain",,tennis court,plan,outdoors,28035,40.4705033,-3.7504588,"{'type': 'Point', 'coordinates': [40.4705033, -3.7504588]}",More than 50€
190,Pista De Pádel,5.0,"28042, Madrid, Spain",,tennis court,plan,outdoors,28042,40.4573063,-3.6111914,"{'type': 'Point', 'coordinates': [40.4573063, -3.6111914]}",More than 50€
191,Frontón Pirámides,3.8,"Paseo de las Yeserías, 3-5, 28005 Madrid, Spain",,tennis court,plan,outdoors,28005,40.40098649999999,-3.712529899999999,"{'type': 'Point', 'coordinates': [40.40098649999999, -3.712529899999999]}",More than 50€
192,Cerro del Telegrafo Tenis,4.4,"28522 Rivas-Vaciamadrid, Madrid, Spain",,tennis court,plan,outdoors,28522,40.3566412,-3.5465201,"{'type': 'Point', 'coordinates': [40.3566412, -3.5465201]}",More than 50€
193,Football fields,4.0,"Calle Vivero de la Pilarica, 3, 28032 Madrid, Spain",,football pitch,plan,outdoors,28032,40.4077606,-3.603084999999999,"{'type': 'Point', 'coordinates': [40.4077606, -3.603084999999999]}",More than 50€
194,Alquiler campo futbol 7 Madrid,5.0,"Calle Hospitalet de Llobregat, 13, 28034 Madrid, Spain",,football pitch,plan,outdoors,28034,40.49489,-3.6952822,"{'type': 'Point', 'coordinates': [40.49489, -3.6952822]}",More than 50€
195,Campo de futbol 7. Istalacion deportiva,4.5,"28034 Madrid, Spain",,football pitch,plan,outdoors,28034,40.5013458,-3.6978904,"{'type': 'Point', 'coordinates': [40.5013458, -3.6978904]}",More than 50€
196,Alquilar campo fútbol 7 Madrid,5.0,"Calle de Ramón Gómez de la Serna, 22, 28035 Madrid, Spain",,football pitch,plan,outdoors,28035,40.4850078,-3.7233393,"{'type': 'Point', 'coordinates': [40.4850078, -3.7233393]}",More than 50€
197,ENGLISH SOCCER CAMP,5.0,"Calle Braojos, 21, 28035 Madrid, Spain",,football pitch,plan,outdoors,28035,40.48149,-3.7386545,"{'type': 'Point', 'coordinates': [40.48149, -3.7386545]}",More than 50€
198,Alquiler campo futbol 7 Madrid,5.0,"Calle del Velacho Bajo, 28033 Madrid, Spain",,football pitch,plan,outdoors,28033,40.4723815,-3.6578426,"{'type': 'Point', 'coordinates': [40.4723815, -3.6578426]}",More than 50€
199,Soccer and basketball court,4.1,"Av. del Dr. García Tapia, 192D, 28030 Madrid, Spain",,football pitch,plan,outdoors,28030,40.4089781,-3.6393939,"{'type': 'Point', 'coordinates': [40.4089781, -3.6393939]}",More than 50€
200,Fútbol 7 Canal,3.7,"Paseo de S. Fco. de Sales, 43, 28003 Madrid, Spain",,football pitch,plan,outdoors,28003,40.4458361,-3.7088416,"{'type': 'Point', 'coordinates': [40.4458361, -3.7088416]}",More than 50€
201,Campo Futbol,4.3,"Vía Lusitana, 19, 28025 Madrid, Spain",,football pitch,plan,outdoors,28025,40.3772266,-3.7282994,"{'type': 'Point', 'coordinates': [40.3772266, -3.7282994]}",More than 50€
202,Campo fútbol CES (cesped artificial),4.4,"Calle Mar Adriático, 11b, 28033 Madrid, Spain",,football pitch,plan,outdoors,28033,40.4718484,-3.6422461,"{'type': 'Point', 'coordinates': [40.4718484, -3.6422461]}",More than 50€
203,Campo De Futbol,2.6,"Calle de Medina de Pomar, 11, 28042 Madrid, Spain",,football pitch,plan,outdoors,28042,40.4520547,-3.5844723,"{'type': 'Point', 'coordinates': [40.4520547, -3.5844723]}",More than 50€
204,Campo De Futbol Celtic Castilla,4.8,"Paseo de S. Fco. de Sales, 43, 28003 Madrid, Spain",,football pitch,plan,outdoors,28003,40.44625,-3.7087,"{'type': 'Point', 'coordinates': [40.44625, -3.7087]}",More than 50€
205,Soccer field,5.0,"28029 Madrid, Spain",,football pitch,plan,outdoors,28029,40.4708675,-3.7050681,"{'type': 'Point', 'coordinates': [40.4708675, -3.7050681]}",More than 50€
206,Soccer field,3.0,"28030 Madrid, Spain",,football pitch,plan,outdoors,28030,40.4118569,-3.6430749,"{'type': 'Point', 'coordinates': [40.4118569, -3.6430749]}",More than 50€
207,Estadio de Vallecas,4.2,"Calle del Payaso Fofó, 0, 28018 Madrid, Spain",,football pitch,plan,outdoors,28018,40.392062,-3.6587075,"{'type': 'Point', 'coordinates': [40.392062, -3.6587075]}",More than 50€
208,Campo de Fútbol de Arena,5.0,"Glorieta San Antonio de la Florida, 7, 28008 Madrid, Spain",,football pitch,plan,outdoors,28008,40.4254112,-3.7245111,"{'type': 'Point', 'coordinates': [40.4254112, -3.7245111]}",More than 50€
209,Soccer field,5.0,"Calle de Flandes, 6, 28030 Madrid, Spain",,football pitch,plan,outdoors,28030,40.4085596,-3.6284062,"{'type': 'Point', 'coordinates': [40.4085596, -3.6284062]}",More than 50€
210,"Campo de Futbol ""Jose Duran"" (HA)",4.2,"Av. del Parque de Palomeras Bajas, 10, 28018 Madrid, Spain",,football pitch,plan,outdoors,28018,40.3806265,-3.6642281,"{'type': 'Point', 'coordinates': [40.3806265, -3.6642281]}",More than 50€
211,Campo Municipal Dehesa de la Villa,3.8,"Calle del Alcalde Martín de Alzaga, 4, 28039 Madrid, Spain",,football pitch,plan,outdoors,28039,40.462387,-3.7152612,"{'type': 'Point', 'coordinates': [40.462387, -3.7152612]}",More than 50€
212,Campo fútbol AFE,4.3,"Calle Alcalde Garrido Juaristi, 17, 28030 Madrid, Spain",,football pitch,plan,outdoors,28030,40.4163551,-3.6537953,"{'type': 'Point', 'coordinates': [40.4163551, -3.6537953]}",More than 50€
213,Arroyo de la Media Legua Soccer Field,3.7,"Av. de las Trece Rosas, 1, 28017 Madrid, Spain",,football pitch,plan,outdoors,28017,40.4224586,-3.650418,"{'type': 'Point', 'coordinates': [40.4224586, -3.650418]}",More than 50€
214,Instalación Deportiva Básica Andrés Navarrete,3.9,"Calle Hospitalet de Llobregat, 11, 28034 Madrid, Spain",,football pitch,plan,outdoors,28034,40.4945566,-3.6947834,"{'type': 'Point', 'coordinates': [40.4945566, -3.6947834]}",More than 50€
215,Campo de fútbol Parque Darwin,4.0,"28030 Madrid, Spain",,football pitch,plan,outdoors,28030,40.4066347,-3.6615938,"{'type': 'Point', 'coordinates': [40.4066347, -3.6615938]}",More than 50€
216,CD Canillas,4.0,"Calle Agustín de Iturbide, 1, 28043 Madrid, Spain",,football pitch,plan,outdoors,28043,40.4687966,-3.6487452,"{'type': 'Point', 'coordinates': [40.4687966, -3.6487452]}",More than 50€
217,Campo de fútbol Parque de La Alcazaba,0.0,"Av. el Ferrol, 34P, 28029 Madrid, Spain",,football pitch,plan,outdoors,28029,40.4748182,-3.7076132,"{'type': 'Point', 'coordinates': [40.4748182, -3.7076132]}",More than 50€
218,Campo De Futbol Zofio - Usera,3.9,"Calle de Ricardo Beltrán y Rózpide, 12, 28026 Madrid, Spain",,football pitch,plan,outdoors,28026,40.3810157,-3.7176177,"{'type': 'Point', 'coordinates': [40.3810157, -3.7176177]}",More than 50€
219,Campo de Isla de Tabarca,3.4,"28035, Calle la Isla de Tabarca, 2, 28035 Madrid, Spain",,football pitch,plan,outdoors,28035,40.47676209999999,-3.7216068,"{'type': 'Point', 'coordinates': [40.47676209999999, -3.7216068]}",More than 50€
220,Fútbol 7 Adelfas,4.7,"Calle Nuevo Baztán, 81, 28007 Madrid, Spain",,football pitch,plan,outdoors,28007,40.4031353,-3.6684142,"{'type': 'Point', 'coordinates': [40.4031353, -3.6684142]}",More than 50€
221,Instalación Deportiva Municipal Básica San Pascual,3.7,"Calle de Esteban Mora, s/n, 28027 Madrid, Spain",,football pitch,plan,outdoors,28027,40.43851850000001,-3.6556282,"{'type': 'Point', 'coordinates': [40.43851850000001, -3.6556282]}",More than 50€
222,Antiguo campo de futbol puerta bonita,5.0,"Calle del Gral. Ricardos, 166, 28025 Madrid, Spain",,football pitch,plan,outdoors,28025,40.3881379,-3.7328987,"{'type': 'Point', 'coordinates': [40.3881379, -3.7328987]}",More than 50€
223,Campo David Gonzalez Rubio,4.0,"Calle del Dr. Tolosa Latour, 28041 Madrid, Spain",,football pitch,plan,outdoors,28041,40.37732829999999,-3.702161899999999,"{'type': 'Point', 'coordinates': [40.37732829999999, -3.702161899999999]}",More than 50€
224,Sede Vallecas Liga Fútbol Madrid,2.5,"28031 Madrid, Spain",,football pitch,plan,outdoors,28031,40.3774224,-3.6153607,"{'type': 'Point', 'coordinates': [40.3774224, -3.6153607]}",More than 50€
225,Campos de fúbol Ganapanes,3.9,"Av. de Betanzos, 2D, 28029 Madrid, Spain",,football pitch,plan,outdoors,28029,40.47126,-3.71376,"{'type': 'Point', 'coordinates': [40.47126, -3.71376]}",More than 50€
226,Campo de Fútbol Las Águilas,3.6,"Calle Concejal Francisco José Jiménez Martín, 11, 28047 Madrid, Spain",,football pitch,plan,outdoors,28047,40.3994195,-3.748945,"{'type': 'Point', 'coordinates': [40.3994195, -3.748945]}",More than 50€
227,Gabriel Fernández Soccer Field,3.5,"Calle de la Duquesa de Parcent, 37, 28047 Madrid, Spain",,football pitch,plan,outdoors,28047,40.3966129,-3.752244699999999,"{'type': 'Point', 'coordinates': [40.3966129, -3.752244699999999]}",More than 50€
228,Campo de Futbol Parque Europa,3.7,"Parque Europa, Calle Gordolobo, s/n, 28024 Madrid, Spain",,football pitch,plan,outdoors,28024,40.3846265,-3.7768158,"{'type': 'Point', 'coordinates': [40.3846265, -3.7768158]}",More than 50€
229,CD Masriver,4.1,"Calle de Ramón Gómez de la Serna, 22, 28035 Madrid, Spain",,football pitch,plan,outdoors,28035,40.4850436,-3.7233896,"{'type': 'Point', 'coordinates': [40.4850436, -3.7233896]}",More than 50€
230,Polideportivo Rodríguez Sahagún,4.1,"Calle Miramelindos, 5, 28029 Madrid, Spain",,football pitch,plan,outdoors,28029,40.4697819,-3.7088953,"{'type': 'Point', 'coordinates': [40.4697819, -3.7088953]}",More than 50€
231,Campos de futbol Santa Ana,3.9,"Av. de la Técnica, 10, 28522 Rivas-Vaciamadrid, Madrid, Spain",,football pitch,plan,outdoors,28522,40.3513536,-3.5460982,"{'type': 'Point', 'coordinates': [40.3513536, -3.5460982]}",More than 50€
232,Estadio Román Valero,4.2,"Calle de Andrés Arteaga, 1, 28026 Madrid, Spain",,football pitch,plan,outdoors,28026,40.3884884,-3.7052074,"{'type': 'Point', 'coordinates': [40.3884884, -3.7052074]}",More than 50€
233,Campos de Hortaleza (Sporting),3.8,"Calle de Monóvar, 17, 28033 Madrid, Spain",,football pitch,plan,outdoors,28033,40.47828,-3.6562297,"{'type': 'Point', 'coordinates': [40.47828, -3.6562297]}",More than 50€
234,Club de Futbol Madrid Río,4.2,"Campo de Fútbol, Paseo de las Yeserías, S/N, 28005 Madrid, Spain",,football pitch,plan,outdoors,28005,40.3961671,-3.7048823,"{'type': 'Point', 'coordinates': [40.3961671, -3.7048823]}",More than 50€
235,Campo de Vereda de Ganapanes,3.4,"Calle Sinesio Delgado, 3297, 28039 Madrid, Spain",,football pitch,plan,outdoors,28039,40.47063,-3.7128669,"{'type': 'Point', 'coordinates': [40.47063, -3.7128669]}",More than 50€
236,Football field Manzanares Park,4.3,"28053 Madrid, Spain",,football pitch,plan,outdoors,28053,40.3746704,-3.684193499999999,"{'type': 'Point', 'coordinates': [40.3746704, -3.684193499999999]}",More than 50€
237,Campo Cocheras,3.9,"Calle San Lamberto, 20, 28017 Madrid, Spain",,football pitch,plan,outdoors,28017,40.4215521,-3.6510802,"{'type': 'Point', 'coordinates': [40.4215521, -3.6510802]}",More than 50€
238,Campo de fútbol ETSIT,0.0,"Av. Complutense, 30, 28040 Madrid, Spain",,football pitch,plan,outdoors,28040,40.45348389999999,-3.727283,"{'type': 'Point', 'coordinates': [40.45348389999999, -3.727283]}",More than 50€
239,Campo de Fútbol Fuentelucha,3.8,"Calle de la Felicidad, 27, 28100 Alcobendas, Madrid, Spain",,football pitch,plan,outdoors,28100,40.5498409,-3.6591172,"{'type': 'Point', 'coordinates': [40.5498409, -3.6591172]}",More than 50€
240,Campo de Fútbol Trivema Naval,4.1,"Calle del Velacho Bajo, s/n, 28033 Madrid, Spain",,football pitch,plan,outdoors,28033,40.4724905,-3.6586578,"{'type': 'Point', 'coordinates': [40.4724905, -3.6586578]}",More than 50€
241,Polideportivo La Cabrera,3.8,"Calle de La Cabrera, s/n, 28035 Madrid, Spain",,football pitch,plan,outdoors,28035,40.4722033,-3.7189959,"{'type': 'Point', 'coordinates': [40.4722033, -3.7189959]}",More than 50€
242,Campo de fútbol público,0.0,"Av. de los Rosales, 91, 28021 Madrid, Spain",,football pitch,plan,outdoors,28021,40.3556544,-3.6802999,"{'type': 'Point', 'coordinates': [40.3556544, -3.6802999]}",More than 50€
243,Campo García de la Mata,4.0,"Calle Ramírez de Arellano, s/n, 28043 Madrid, Spain",,football pitch,plan,outdoors,28043,40.4472095,-3.6593055,"{'type': 'Point', 'coordinates': [40.4472095, -3.6593055]}",More than 50€
244,Campos de futbol Barrio del Puerto,3.8,"Calle del Puerto de Bilbao, 1, 28821 Coslada, Madrid, Spain",,football pitch,plan,outdoors,28821,40.4167594,-3.5743687,"{'type': 'Point', 'coordinates': [40.4167594, -3.5743687]}",More than 50€
245,Campo Municipal San Blas,3.9,"Av. de Guadalajara, 28032 Madrid, Spain",,football pitch,plan,outdoors,28032,40.4197944,-3.6186098,"{'type': 'Point', 'coordinates': [40.4197944, -3.6186098]}",More than 50€
246,Futbol Goya,4.1,"Calle de Pablo Sarasate, 1, 28047 Madrid, Spain",,football pitch,plan,outdoors,28047,40.404918,-3.73108,"{'type': 'Point', 'coordinates': [40.404918, -3.73108]}",More than 50€
247,Fútbol,5.0,"Calle del Dr. Tolosa Latour, 7, 28041 Madrid, Spain",,football pitch,plan,outdoors,28041,40.37751799999999,-3.701379,"{'type': 'Point', 'coordinates': [40.37751799999999, -3.701379]}",More than 50€
248,Campo 11,5.0,"Av. de Alejandro de la Sota, 28055 Madrid, Spain",,football pitch,plan,outdoors,28055,40.4783671,-3.6156508,"{'type': 'Point', 'coordinates': [40.4783671, -3.6156508]}",More than 50€
249,Campo Mar Abierto,3.7,"Camino de la Suerte, 23, 28031 Madrid, Spain",,football pitch,plan,outdoors,28031,40.3759546,-3.6172113,"{'type': 'Point', 'coordinates': [40.3759546, -3.6172113]}",More than 50€
250,Polideportivo Ernesto Cotorruelo,3.9,"Vía Lusitana, s/n, 28025 Madrid, Spain",,football pitch,plan,outdoors,28025,40.3804126,-3.7238004,"{'type': 'Point', 'coordinates': [40.3804126, -3.7238004]}",More than 50€
251,Campo Vicente del Bosque,4.3,"28001 Madrid, Spain",,football pitch,plan,outdoors,28001,40.4779347,-3.6923799,"{'type': 'Point', 'coordinates': [40.4779347, -3.6923799]}",More than 50€
252,Campo de fútbol José caballero. Luis aragonés,4.1,"Av. de la Transición Española, 7, 28109 Alcobendas, Madrid, Spain",,football pitch,plan,outdoors,28109,40.5379486,-3.6232666,"{'type': 'Point', 'coordinates': [40.5379486, -3.6232666]}",More than 50€
253,Great Paintball Madrid Offices,4.9,"Av. del Pdte. Carmona, 8, 2º izquierda, 28020 Madrid, Spain",2.0,paintball,plan,outdoors,28020,40.453741,-3.696835,"{'type': 'Point', 'coordinates': [40.453741, -3.696835]}",15-25€
254,Paintball Madrid Action Live,4.9,"Av del Cardenal Herrera Oria, 173, local 1, 28034 Madrid, Spain",2.0,paintball,plan,outdoors,28034,40.4836372,-3.7113391,"{'type': 'Point', 'coordinates': [40.4836372, -3.7113391]}",15-25€
255,paintball en madrid,5.0,"Calle de Los Andaluces, 18, 28038 Madrid, Spain",2.0,paintball,plan,outdoors,28038,40.3898576,-3.6389598,"{'type': 'Point', 'coordinates': [40.3898576, -3.6389598]}",15-25€
256,Evasion Paintball Madrid,4.2,"Calle de Sta Engracia, 1, 28010 Madrid, Spain",2.0,paintball,plan,outdoors,28010,40.4285404,-3.696602,"{'type': 'Point', 'coordinates': [40.4285404, -3.696602]}",15-25€
